Mpala structural data,,,,,,,,,,,,,Ilmotiok structural data,,,,,,,,
S/Transect,ALL,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol ,,,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol 
M2,M207,ACACET,3.8,11.34,1.5,4.05,2.55,3.25,8.27,14.07,,,ACACTO,18.8,277.45,0.6,3.11,2.51,7.05,39.01,65.28
M2,M207,ACACBR,4.1,13.20,0.8,2.95,2.15,1.38,1.46,2.09,,,ACACTO,7.5,44.16,0.56,1.76,1.2,3.45,9.33,7.46
M2,M207,ACACBR,2.4,4.52,1,2.55,1.55,2.3,4.1,4.24,,,ACACTO,11.3,100.24,0.6,3.51,2.91,4.9,18.84,36.55
M2,M207,ACACBR,2,3.14,1,2.05,1.05,1.2,1.11,0.78,,,ACACTO,17.5,240.41,0.3,4.17,3.87,6.25,30.65,79.07
M2,M207,ACACET,3.7,10.75,1.5,5.5,4,3.91,11.92,31.8,,,ACACTO,19.4,295.44,0.3,4.17,3.87,6.25,30.65,79.07
M2,M207,ACACET,12.6,124.63,1.5,5.5,4,3.91,11.92,31.8,,,ACACTO,6.4,32.15,0.5,2.03,1.53,2.95,6.83,6.97
M2,M207,ACACBR,1.9,2.83,1.5,5.5,4,3.91,11.92,31.8,,,ACACTO,7.4,42.99,0.4,2.38,1.98,3.2,8.01,10.57
M2,M207,ACACET,3.9,11.94,0.95,1.92,0.97,1.54,1.84,1.19,,,ACACTO,6.2,30.18,0.8,2.64,1.84,2.35,4.29,5.26
M2,M207,ACACBR,3.4,9.07,0.95,1.92,0.97,1.54,1.84,1.19,,,ACACTO,3.5,9.62,0.55,1.74,1.19,1.65,2.14,1.69
M2,M207,ACACBR,2.4,4.52,1.3,2.74,1.44,1.58,1.92,1.84,,,ACACTO,7,38.47,0.4,1.56,1.16,3.15,7.79,6.02
M2,M207,ACACBR,1.2,1.13,1.3,2.74,1.44,1.58,1.92,1.84,,,ACACTO,19.2,289.38,1.54,3.75,2.21,6.2,30.14,44.41
M2,M207,ACACBR,3.7,10.75,1.3,4.97,3.67,3.19,7.88,19.27,,,ACACTO,9.2,66.44,0.9,3.44,2.54,1.9,2.8,4.75
M2,M207,ACACBR,3.5,9.62,1.3,4.97,3.67,3.19,7.88,19.27,,,ACACTO,10.2,81.67,0.7,3.22,2.52,2.15,3.61,6.07
M2,M207,ACACET,8.9,62.18,2.1,4.55,2.45,3.72,10.75,17.56,,,ACACTO,13.2,136.78,0.88,3.35,2.47,3.85,11.62,19.13
M2,M207,ACACET,2.1,3.46,2.1,4.55,2.45,3.72,10.75,17.56,,,ACACTO,9.2,66.44,0.3,3.04,2.74,1.65,2.12,3.87
M2,M207,ACACET,6.4,32.15,2.1,4.55,2.45,3.72,10.75,17.56,,,ACACTO,9.1,65.01,0.5,2.88,2.38,1.85,2.67,4.23
M2,M207,ACACET,8.1,51.50,2.1,4.55,2.45,3.72,10.75,17.56,,,ACACTO,3.3,8.55,0.55,1.22,0.67,1.45,1.65,0.74
M2,M207,ACACBR,1.8,2.54,0.8,2.6,1.8,2.75,5.61,6.73,,,ACACTO,4.4,15.20,0.5,1.7,1.2,1.65,2.14,1.71
M2,M207,ACACBR,3.6,10.17,0.8,2.6,1.8,2.75,5.61,6.73,,,ACACTO,8.4,55.39,0.6,2.5,1.9,3.7,10.72,13.57
M2,M207,ACACBR,1,0.79,0.8,2.6,1.8,2.75,5.61,6.73,,,ACACTO,6.1,29.21,0.49,2.24,1.75,2.15,3.63,4.23
M2,M207,ACACBR,1.6,2.01,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACTO,17,226.87,1.2,4.1,2.9,5.25,21.63,41.83
M2,M207,ACACBR,1.2,1.13,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACME,7.5,44.16,0.49,2.5,2.01,3.22,8.11,10.87
M2,M207,ACACBR,1.8,2.54,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACET,3.1,7.54,0.41,1.62,1.21,1.43,1.59,1.28
M2,M207,ACACBR,2.2,3.80,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACTO,7.1,39.57,0.34,3.02,2.68,2.38,4.43,7.91
M2,M207,ACACBR,2.2,3.80,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACTO,8.4,55.39,1.13,3.28,2.15,4.85,18.45,26.44
M2,M207,ACACBR,2.1,3.46,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACTO,13,132.67,0.4,3.62,3.22,5.9,27.2,58.39
M2,M207,ACACBR,1.8,2.54,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACTO,4.7,17.34,0.95,4.11,3.16,4.48,15.71,33.09
M2,M207,ACACBR,1.3,1.33,1.1,2.92,1.82,2.48,4.71,5.71,,,ACACTO,9.9,76.94,0.48,3.28,2.8,5.17,20.93,39.08
M2,M207,ACACBR,2.1,3.46,0.85,3.29,2.44,1.65,2.12,3.45,,,ACACTO,14,153.86,0.68,3.24,2.56,6.87,37.04,63.21
M2,M207,ACACBR,2.3,4.15,0.9,2.87,1.97,1.2,1.12,1.47,,,ACACTO,4.7,17.34,0.55,1.62,1.07,3.75,11.01,7.85
M2,M207,ACACBR,2.3,4.15,1,2.52,1.52,1.67,2.18,2.2,,,ACACTO,11.1,96.72,1.51,2.31,0.8,4.57,16.33,8.71
M2,M207,ACACBR,1.6,2.01,1,3.02,2.02,0.95,0.69,0.93,,,ACACTO,2.3,4.15,0.3,1,0.7,1.38,1.48,0.69
M2,M207,ACACBR,1.8,2.54,1.1,2.32,1.22,1.81,2.53,2.05,,,ACACTO,4.5,15.90,0.3,1,0.7,1.38,1.48,0.69
M2,M207,ACACBR,1.8,2.54,1.1,2.32,1.22,1.81,2.53,2.05,,,ACACTO,4.4,15.20,0.3,1.62,1.32,2.34,4.27,3.76
M2,M207,ACACBR,2.9,6.60,1.1,2.32,1.22,1.81,2.53,2.05,,,ACACME,5.7,25.50,0.4,2.57,2.17,2.34,4.27,6.18
M2,M207,ACACBR,2.2,3.80,1.1,2.32,1.22,1.81,2.53,2.05,,,ACACTO,17.9,251.52,0.8,4.02,3.22,5.99,27.97,60.04
M2,M207,ACACBR,1.9,2.83,1.1,2.32,1.22,1.81,2.53,2.05,,,ACACTO,2.5,4.91,0.4,1.59,1.19,1.76,2.43,1.93
M2,M207,ACACBR,1.9,2.83,0.2,0.7,0.5,0.5,0.16,0.05,,,ACACTO,2.4,4.52,0.45,1,0.55,1.86,2.71,0.99
M2,M207,ACACBR,3.1,7.54,0.2,0.7,0.5,0.5,0.16,0.05,,,ACACME,2.4,4.52,0.27,0.9,0.63,2.4,4.49,1.89
M2,M207,ACACBR,2.7,5.72,1,3.98,2.98,3.25,8.29,16.47,,,ACACTO,5.6,24.62,0.65,1.99,1.34,3.8,11.29,10.08
M2,M207,ACACBR,3.1,7.54,1,3.98,2.98,3.25,8.29,16.47,,,ACACTO,30.6,735.04,1.61,7.05,5.44,7.78,47.5,172.26
M2,M207,ACACBR,1.9,2.83,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,8.4,55.39,0.7,3.62,2.92,4.32,14.62,28.45
M2,M207,ACACBR,1.5,1.77,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,7.3,41.83,0.5,2.39,1.89,4.39,15.11,19.04
M2,M207,ACACBR,1.7,2.27,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,14.7,169.63,0.56,5.52,4.96,7.65,45.94,151.91
M2,M207,ACACBR,2,3.14,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,2.4,4.52,0.6,1.89,1.29,2.19,3.76,3.24
M2,M207,ACACBR,2.8,6.15,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,17.2,232.23,0.85,5.22,4.37,6.15,29.64,86.36
M2,M207,ACACBR,2.6,5.31,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,15.4,186.17,0.9,5.05,4.15,5.22,21.39,59.18
M2,M207,ACACBR,2.8,6.15,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,8.7,59.42,0.88,4.49,3.61,3.9,11.93,28.72
M2,M207,ACACBR,2.6,5.31,1,3.98,2.98,3.25,8.29,16.47,,,ACACET,2.6,5.31,0.3,1.75,1.45,1.62,2.05,1.98
M2,M207,ACACBR,2.5,4.91,1,2.69,1.69,0.9,0.63,0.71,,,ACACET,6.4,32.15,0.9,4,3.1,3.44,9.26,19.14
M2,M207,ACACET,4.9,18.85,0.7,3.39,2.69,2.35,4.29,7.69,,,ACACTO,4.5,15.90,0.4,1.77,1.37,2.47,4.77,4.35
M2,M207,ACACET,5.4,22.89,0.7,3.39,2.69,2.35,4.29,7.69,,,,,,,,,,,
M2,M207,ACACBR,2.6,5.31,1,2.6,1.6,1.18,1.04,1.11,,,,,,,,,,,
M2,M207,ACACBR,2.8,6.15,1.1,3.02,1.92,1.29,1.12,1.43,,,,,,,,,,,
M2,M207,ACACBR,2.4,4.52,1.1,3.02,1.92,1.29,1.12,1.43,,,,,,,,,,,
M2,M207,ACACBR,1.5,1.77,1.1,3.02,1.92,1.29,1.12,1.43,,,,,,,,,,,
M2,M207,ACACBR,3.6,10.17,0.9,3.15,2.25,2.41,4.55,6.83,,,,,,,,,,,
M2,M207,ACACBR,1.7,2.27,0.9,3.15,2.25,2.41,4.55,6.83,,,,,,,,,,,
M2,M207,ACACET,8.7,59.42,1.4,3.52,2.12,4.12,13.24,18.72,,,,,,,,,,,
M2,M207,ACACET,11.6,105.63,1.4,3.52,2.12,4.12,13.24,18.72,,,,,,,,,,,
M2,M207,ACACBR,3.7,10.75,1.11,2.85,1.74,2.13,3.54,4.11,,,,,,,,,,,
M2,M207,ACACBR,2.8,6.15,1.11,2.85,1.74,2.13,3.54,4.11,,,,,,,,,,,
M2,M207,ACACET,6.3,31.16,1.4,2.9,1.5,2.34,4.26,4.26,,,,,,,,,,,
M2,M207,ACACET,4.5,15.90,1.4,2.7,1.3,1.65,1.9,1.65,,,,,,,,,,,
M2,M207,ACACET,6,28.26,1.4,2.7,1.3,1.65,1.9,1.65,,,,,,,,,,,
M2,M207,ACACBR,2.4,4.52,0.7,1.88,1.18,1.63,2.03,1.6,,,,,,,,,,,
M2,M207,ACACBR,1.4,1.54,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,2.3,4.15,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,2.5,4.91,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,2,3.14,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,1.7,2.27,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,1.9,2.83,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,2.1,3.46,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,2,3.14,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,1.6,2.01,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,2.2,3.80,0.9,2.4,1.5,3.03,7.1,7.1,,,,,,,,,,,
M2,M207,ACACBR,1.6,2.01,0.6,1.4,0.8,0.85,0.57,0.3,,,,,,,,,,,
M2,M207,ACACBR,2.3,4.15,0.8,1.64,0.84,1.05,0.86,0.48,,,,,,,,,,,
M2,M207,ACACET,6,28.26,1.4,3.35,1.95,4.3,14.32,18.61,,,,,,,,,,,
M2,M207,ACACET,13.5,143.07,1.4,3.35,1.95,4.3,14.32,18.61,,,,,,,,,,,
M2,M207,ACACME,4.6,16.61,0.6,1.2,0.6,1.75,2.39,0.96,,,,,,,,,,,
M2,M207,ACACET,17,226.87,1.2,3.5,2.3,4,12.41,19.02,,,,,,,,,,,
M2,M207,ACACBR,2.1,3.46,1,2.13,1.13,0.5,0.19,0.14,,,,,,,,,,,
M2,M207,ACACET,4.5,15.90,1.8,4.2,2.4,3.5,9.42,15.07,,,,,,,,,,,
M2,M207,ACACET,15.2,181.37,1.8,4.2,2.4,3.5,9.42,15.07,,,,,,,,,,,
M2,M207,ACACET,13.9,151.67,0.9,2.9,2,3.69,10.65,14.21,,,,,,,,,,,
M2,M207,ACACBR,2.5,4.91,0.7,2.13,1.43,0.95,0.71,0.67,,,,,,,,,,,
M2,M207,ACACBR,1.9,2.83,0.7,2.4,1.7,2.97,6.91,7.83,,,,,,,,,,,
M2,M207,ACACBR,2.4,4.52,0.7,2.4,1.7,2.97,6.91,7.83,,,,,,,,,,,
M2,M207,ACACBR,3.4,9.07,0.7,2.4,1.7,2.97,6.91,7.83,,,,,,,,,,,
M2,M207,ACACBR,1,0.79,0.7,2.4,1.7,2.97,6.91,7.83,,,,,,,,,,,
M2,M207,ACACET,16,200.96,0.9,4.15,3.25,5.94,25.85,56.01,,,,,,,,,,,
M2,M207,ACACET,11.8,109.30,0.9,4.15,3.25,5.94,25.85,56.01,,,,,,,,,,,
M2,M207,ACACBR,1.4,1.54,0.7,2,1.3,2.93,6.59,5.71,,,,,,,,,,,
M2,M207,ACACBR,1.9,2.83,0.7,2,1.3,2.93,6.59,5.71,,,,,,,,,,,
M2,M207,ACACBR,1.8,2.54,0.7,2,1.3,2.93,6.59,5.71,,,,,,,,,,,
M2,M207,ACACBR,2,3.14,0.7,2,1.3,2.93,6.59,5.71,,,,,,,,,,,
M2,M207,ACACBR,2.9,6.60,0.7,2,1.3,2.93,6.59,5.71,,,,,,,,,,,
M2,M207,ACACBR,1.3,1.33,0.8,3.33,2.53,2.5,4.9,8.26,,,,,,,,,,,
M2,M207,ACACBR,3.1,7.54,0.8,3.33,2.53,2.5,4.9,8.26,,,,,,,,,,,
M2,M208,ACACBR,2,3.14,0.7,1.95,1.25,1.41,1.49,1.24,,,,,,,,,,,
M2,M208,ACACBR,1.1,0.95,0.7,1.95,1.25,1.41,1.49,1.24,,,,,,,,,,,
M2,M208,ACACET,12.7,126.61,2.07,4.72,2.65,4.3,14.51,25.64,,,,,,,,,,,
M2,M208,ACACBR,2.5,4.91,1,2.3,1.3,1.15,1.04,0.9,,,,,,,,,,,
M2,M208,ACACBR,3.3,8.55,1,2.3,1.3,1.15,1.04,0.9,,,,,,,,,,,
M2,M208,ACACBR,1.5,1.77,0.7,2.05,1.35,1.94,2.93,2.64,,,,,,,,,,,
M2,M208,ACACBR,2.7,5.72,0.7,2.05,1.35,1.94,2.93,2.64,,,,,,,,,,,
M2,M208,ACACET,12.2,116.84,1.82,4.32,2.5,5.72,25.65,42.75,,,,,,,,,,,
M2,M208,ACACBR,3.2,8.04,0.65,2.37,1.72,2.19,3.5,4.01,,,,,,,,,,,
M2,M208,ACACBR,1.4,1.54,0.65,2.37,1.72,2.19,3.5,4.01,,,,,,,,,,,
M2,M208,ACACET,13.3,138.86,1.94,3.82,1.88,3.72,10.86,13.61,,,,,,,,,,,
M2,M208,ACACBR,1.8,2.54,0.7,1.77,1.07,0.95,0.69,0.49,,,,,,,,,,,
M2,M208,ACACET,16.4,211.13,0.8,3.25,2.45,5.39,22.56,36.84,,,,,,,,,,,
M2,M208,ACACBR,3.2,8.04,0.8,1.97,1.17,3.46,9.34,7.28,,,,,,,,,,,
M2,M208,ACACBR,1.7,2.27,0.8,1.97,1.17,3.46,9.34,7.28,,,,,,,,,,,
M2,M208,ACACBR,2.1,3.46,0.8,1.97,1.17,3.46,9.34,7.28,,,,,,,,,,,
M2,M208,ACACBR,1.7,2.27,0.8,1.97,1.17,3.46,9.34,7.28,,,,,,,,,,,
M2,M208,ACACBR,4.4,15.20,1.2,2.7,1.5,2.36,4.37,4.37,,,,,,,,,,,
M2,M208,ACACBR,1.4,1.54,1.2,2.7,1.5,2.36,4.37,4.37,,,,,,,,,,,
M2,M208,ACACBR,1.8,2.54,0.7,3.12,2.42,1.3,1.32,2.13,,,,,,,,,,,
M2,M208,ACACBR,1.9,2.83,0.7,3.12,2.42,1.3,1.32,2.13,,,,,,,,,,,
M2,M208,ACACBR,1.4,1.54,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,2.2,3.80,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.3,1.33,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.4,1.54,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,2,3.14,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,2.4,4.52,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.3,1.33,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.2,1.13,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.8,2.54,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.6,2.01,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.5,1.77,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.9,2.83,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.9,2.83,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.3,1.33,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,1.4,1.54,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,2,3.14,0.7,1.9,1.2,2.23,3.87,3.1,,,,,,,,,,,
M2,M208,ACACBR,3,7.07,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACBR,2.7,5.72,0.8,4.12,3.32,3.02,7.03,15.57,,,,,,,,,,,
M2,M208,ACACET,4.6,16.61,1.2,3.15,1.95,4.31,14.53,18.89,,,,,,,,,,,
M2,M208,ACACET,8.4,55.39,1.2,3.15,1.95,4.31,14.53,18.89,,,,,,,,,,,
M2,M208,ACACET,1.7,2.27,1.2,3.15,1.95,4.31,14.53,18.89,,,,,,,,,,,
M2,M208,ACACBR,2.8,6.15,1.2,2.87,1.67,2.65,5.49,6.11,,,,,,,,,,,
M2,M208,ACACBR,1.7,2.27,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,1.6,2.01,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,1.7,2.27,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,1.5,1.77,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,2.6,5.31,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,3.2,8.04,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,2.9,6.60,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,2.3,4.15,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,1.4,1.54,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,2.2,3.80,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,2,3.14,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,2.8,6.15,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,2.8,6.15,0.6,2.54,1.94,4.77,17.15,22.18,,,,,,,,,,,
M2,M208,ACACBR,1.8,2.54,0.6,2.21,1.61,0.8,0.5,0.54,,,,,,,,,,,
M2,M208,ACACBR,1.7,2.27,0.8,2.2,1.4,0.7,0.35,0.33,,,,,,,,,,,
M2,M208,ACACBR,1.6,2.01,0.8,2.2,1.4,0.7,0.35,0.33,,,,,,,,,,,
M2,M208,ACACBR,2.2,3.80,0.7,2.8,2.1,1,0.71,1,,,,,,,,,,,
M2,M208,ACACBR,2.7,5.72,0.5,1.5,1,1.6,1.73,1.15,,,,,,,,,,,
M2,M208,ACACBR,4,12.56,0.6,2.51,1.91,2.23,3.88,4.93,,,,,,,,,,,
M2,M208,ACACBR,2.6,5.31,0.7,2.77,2.07,2.74,5.45,7.52,,,,,,,,,,,
M2,M208,ACACBR,2.3,4.15,0.7,2.77,2.07,2.74,5.45,7.52,,,,,,,,,,,
M2,M208,ACACBR,2.9,6.60,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,1.6,2.01,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,2.3,4.15,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,3.5,9.62,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,2.2,3.80,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,1.2,1.13,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,2.4,4.52,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,2,3.14,0.7,2.17,1.47,3.1,7.16,7.02,,,,,,,,,,,
M2,M208,ACACBR,3.4,9.07,0.5,2.02,1.52,1.59,1.98,2.01,,,,,,,,,,,
M2,M208,ACACBR,2.3,4.15,0.5,2.02,1.52,1.59,1.98,2.01,,,,,,,,,,,
M2,M208,ACACBR,3,7.07,0.45,1.8,1.35,3.35,8.67,7.8,,,,,,,,,,,
M2,M208,ACACET,17.6,243.16,1.6,3.98,2.38,4.25,14.17,22.49,,,,,,,,,,,
M2,M208,ACACBR,1.4,1.54,2.6,3.98,1.38,0.45,0.11,0.1,,,,,,,,,,,
M2,M208,ACACBR,3.9,11.94,0.65,1.6,0.95,0.9,0.35,0.22,,,,,,,,,,,
M2,M208,ACACBR,2.6,5.31,0.7,2.12,1.42,2.41,4.43,4.19,,,,,,,,,,,
M2,M208,ACACBR,4.1,13.20,0.7,2.12,1.42,2.41,4.43,4.19,,,,,,,,,,,
M2,M208,ACACET,1.4,1.54,0.55,1.1,0.55,1,0.59,0.22,,,,,,,,,,,
M2,M208,ACACET,1.4,1.54,0.35,1.4,1.05,1.35,1.41,0.99,,,,,,,,,,,
M2,M208,ACACET,6.7,35.24,1.3,3.85,2.55,3.05,7.09,12.05,,,,,,,,,,,
M2,M208,ACACET,8.1,51.50,0.9,3.63,2.73,5.06,19.38,35.26,,,,,,,,,,,
M2,M208,ACACET,6.8,36.30,0.9,3.63,2.73,5.06,19.38,35.26,,,,,,,,,,,
M2,M208,ACACET,8.9,62.18,0.9,3.63,2.73,5.06,19.38,35.26,,,,,,,,,,,
M2,M208,ACACET,11.3,100.24,0.9,3.63,2.73,5.06,19.38,35.26,,,,,,,,,,,
M2,M208,ACACBR,1.1,0.95,0.3,1.5,1.2,0.48,0.09,0.08,,,,,,,,,,,
M2,M208,ACACET,6,28.26,1.4,3.57,2.17,4.93,18.53,26.8,,,,,,,,,,,
M2,M208,ACACET,9.8,75.39,1.4,3.57,2.17,4.93,18.53,26.8,,,,,,,,,,,
M2,M208,ACACET,7.5,44.16,1.6,4.15,2.55,6.55,33.37,56.72,,,,,,,,,,,
M2,M208,ACACET,1.1,0.95,1.6,4.15,2.55,6.55,33.37,56.72,,,,,,,,,,,
M2,M208,ACACET,7.5,44.16,1.6,4.15,2.55,6.55,33.37,56.72,,,,,,,,,,,
M2,M208,ACACET,6.1,29.21,1.6,4.15,2.55,6.55,33.37,56.72,,,,,,,,,,,
M2,M208,ACACET,15.9,198.46,1.6,4.15,2.55,6.55,33.37,56.72,,,,,,,,,,,
M2,M208,ACACME,3.7,10.75,1.6,4.15,2.55,6.55,33.37,56.72,,,,,,,,,,,
M2,M208,ACACBR,1.5,1.77,1,1.92,0.92,0.6,0.27,0.17,,,,,,,,,,,
M2,M209,ACACBR,2.5,4.91,0.8,2.83,2.03,2.6,5.26,7.12,,,,,,,,,,,
M2,M209,ACACBR,2,3.14,0.6,1.5,0.9,0.65,0.33,0.2,,,,,,,,,,,
M2,M209,ACACBR,3.1,7.54,0.6,1.86,1.26,1,0.75,0.63,,,,,,,,,,,
M2,M209,ACACBR,2.7,5.72,0.7,1.8,1.1,1.83,2.61,1.91,,,,,,,,,,,
M2,M209,ACACBR,3.3,8.55,0.6,1.7,1.1,2.7,5.6,4.1,,,,,,,,,,,
M2,M209,ACACBR,4.6,16.61,0.9,3,2.1,1.86,2.71,3.8,,,,,,,,,,,
M2,M209,ACACBR,2,3.14,0.9,3,2.1,1.86,2.71,3.8,,,,,,,,,,,
M2,M209,ACACBR,3.9,11.94,1.1,3.67,2.57,3.83,11.47,19.66,,,,,,,,,,,
M2,M209,ACACBR,1.5,1.77,1.1,3.67,2.57,3.83,11.47,19.66,,,,,,,,,,,
M2,M209,ACACBR,2.6,5.31,0.57,0.9,0.33,2.53,4.98,1.1,,,,,,,,,,,
M2,M209,ACACBR,1.7,2.27,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1.5,1.77,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1,0.79,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,2.2,3.80,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1.3,1.33,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,2.3,4.15,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,2.8,6.15,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1.8,2.54,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1.2,1.13,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1.8,2.54,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1.8,2.54,0.8,2.7,1.9,3,6.62,8.39,,,,,,,,,,,
M2,M209,ACACBR,1.5,1.77,0.6,1.5,0.9,0.85,0.57,0.34,,,,,,,,,,,
M2,M209,ACACBR,1.8,2.54,0.7,2.25,1.55,0.55,0.22,0.23,,,,,,,,,,,
M2,M209,ACACBR,1.8,2.54,0.7,2.25,1.55,0.55,0.22,0.23,,,,,,,,,,,
M2,M209,ACACBR,2.1,3.46,0.8,2.11,1.31,0.95,0.71,0.62,,,,,,,,,,,
M2,M209,ACACBR,2,3.14,0.7,1.7,1,1.15,0.94,0.63,,,,,,,,,,,
M2,M209,ACACBR,2.8,6.15,0.7,1.7,1,1.15,0.94,0.63,,,,,,,,,,,
M2,M209,ACACBR,2.8,6.15,1,3.16,2.16,2.06,3.31,4.77,,,,,,,,,,,
M2,M209,ACACBR,2.8,6.15,0.8,1.2,0.4,1.82,2.38,0.63,,,,,,,,,,,
M2,M209,ACACME,1.3,1.33,0.7,2.61,1.91,3.46,9.39,11.96,,,,,,,,,,,
M2,M209,ACACME,2.7,5.72,0.7,1.7,1,1.15,0.94,0.63,,,,,,,,,,,
