Mpala structural data,,,,,,,,,,,,,Ilmotiok structural data,,,,,,,,
S/Transect,ALL,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol ,,,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol 
M3,M305,ACACET,11.5,103.82,0.9,3.92,3.02,2.87,6.41,12.9,,,,,,,,,,,
M3,M305,ACACET,9.2,66.44,1.1,4.21,3.11,1.95,2.89,6,,,,,,,,,,,
M3,M305,ACACET,17.1,229.54,0.9,3.4,2.5,3.11,7.06,11.77,,,,,,,,,,,
M3,M305,ACACBR,2.8,6.15,0.98,2.83,1.85,0.95,0.71,0.87,,,,,,,,,,,
M3,M305,ACACBR,2.8,6.15,0.7,1.52,0.82,0.73,0.42,0.23,,,,,,,,,,,
M3,M305,ACACBR,4,12.56,0.76,2.08,1.32,1.2,1.1,0.97,,,,,,,,,,,
M3,M305,ACACBR,2.5,4.91,0.6,2.78,2.18,1.51,1.69,2.46,,,,,,,,,,,
M3,M305,ACACET,1.6,2.01,0.4,1.22,0.82,0.9,0.63,0.34,,,,,,,,,,,
M3,M305,ACACBR,2.3,4.15,0.66,1.34,0.68,1.22,0.86,0.39,,,,,,,,,,,
M3,M305,ACACET,3.8,11.34,0.6,1.69,1.09,1.6,1.81,1.32,,,,,,,,,,,
M3,M305,ACACET,5.9,27.33,0.47,2.33,1.86,2.05,3.3,4.09,,,,,,,,,,,
M3,M305,ACACET,11.9,111.16,0.8,2.54,1.74,3.5,9.58,11.12,,,,,,,,,,,
M3,M305,ACACBR,1.7,2.27,0.3,1.3,1,0.48,0.17,0.11,,,,,,,,,,,
M3,M305,ACACBR,1.5,1.77,0.24,0.92,0.68,0.23,0.04,0.02,,,,,,,,,,,
M3,M305,ACACBR,3.3,8.55,1,2.21,1.21,1.28,1.27,1.03,,,,,,,,,,,
M3,M305,ACACBR,2.1,3.46,0.76,1.39,0.63,0.76,0.45,0.19,,,,,,,,,,,
M3,M305,ACACBR,1.5,1.77,0.5,2.29,1.79,0.6,0.28,0.34,,,,,,,,,,,
M3,M305,ACACBR,1.6,2.01,0.83,1.45,0.62,0.36,0.09,0.04,,,,,,,,,,,
M3,M305,ACACBR,2,3.14,0.6,0.79,0.19,0.1,0.01,0,,,,,,,,,,,
M3,M305,ACACBR,1.9,2.83,0.8,2.18,1.38,0.35,0.09,0.09,,,,,,,,,,,
M3,M305,ACACBR,4.4,15.20,1.1,1.95,0.85,1.1,0.92,0.52,,,,,,,,,,,
M3,M305,ACACBR,2.2,3.80,1,1.65,0.65,0.7,0.35,0.15,,,,,,,,,,,
M3,M305,ACACBR,2,3.14,0.7,1.3,0.6,0.59,0.27,0.11,,,,,,,,,,,
M3,M305,ACACBR,4.8,18.09,1,2.3,1.3,0.58,0.26,0.23,,,,,,,,,,,
M3,M305,ACACBR,2.3,4.15,0.9,2.83,1.93,0.54,0.23,0.29,,,,,,,,,,,
M3,M305,ACACBR,2.4,4.52,0.65,3.9,3.25,1.08,0.91,1.96,,,,,,,,,,,
M3,M306,ACACBR,2.2,3.80,0.8,1.67,0.87,1.53,1.82,1.06,,,,,,,,,,,
M3,M306,ACACBR,3.4,9.07,0.8,1.88,1.08,1.61,2.02,1.45,,,,,,,,,,,
M3,M306,ACACBR,2.2,3.80,0.96,1.31,0.35,1.22,1.16,0.27,,,,,,,,,,,
M3,M306,ACACBR,3,7.07,0.9,1.72,0.82,1.39,1.5,0.82,,,,,,,,,,,
M3,M306,ACACBR,2.4,4.52,0.95,1.53,0.58,1.55,1.87,0.72,,,,,,,,,,,
M3,M306,ACACBR,2.2,3.80,0.8,2.49,1.69,1,0.79,0.88,,,,,,,,,,,
M3,M306,ACACBR,2.4,4.52,0.9,2.09,1.19,1.81,2.53,2,,,,,,,,,,,
M3,M306,ACACBR,2.3,4.15,0.75,1.74,0.99,1.24,1.05,0.69,,,,,,,,,,,
M3,M306,ACACBR,2.5,4.91,1,2.04,1.04,0.59,0.26,0.18,,,,,,,,,,,
M3,M306,ACACBR,3.1,7.54,0.8,2.8,2,1.59,1.94,2.59,,,,,,,,,,,
M3,M306,ACACME,16.9,224.20,1.38,6.44,5.06,6.58,33.91,114.38,,,,,,,,,,,
M3,M306,ACACET,8,50.24,1.1,3.41,2.31,2.3,4.15,6.39,,,,,,,,,,,
M3,M306,ACACBR,2.6,5.31,0.95,1.82,0.87,1.08,0.9,0.52,,,,,,,,,,,
M3,M306,ACACBR,2.6,5.31,0.69,2.68,1.99,1.26,1.23,1.64,,,,,,,,,,,
M3,M306,ACACBR,2,3.14,0.5,1.6,1.1,1.48,1.71,1.26,,,,,,,,,,,
M3,M306,ACACBR,1.8,2.54,0.53,1.96,1.43,1.2,1.12,1.07,,,,,,,,,,,
M3,M306,ACACBR,4.2,13.85,0.6,1.87,1.27,1.47,1.68,1.42,,,,,,,,,,,
M3,M306,ACACBR,2,3.14,0.6,1.84,1.24,0.45,0.14,0.12,,,,,,,,,,,
M3,M306,ACACBR,2.1,3.46,0.67,2.32,1.65,0.82,0.53,0.58,,,,,,,,,,,
M3,M306,ACACBR,1.8,2.54,0.49,2.19,1.7,0.86,0.49,0.56,,,,,,,,,,,
M3,M306,ACACET,14.7,169.63,0.9,3.76,2.86,4.1,13,24.79,,,,,,,,,,,
M3,M306,ACACBR,1.8,2.54,0.72,2.14,1.42,0.85,0.57,0.54,,,,,,,,,,,
M3,M306,ACACBR,2.2,3.80,0.55,2.58,2.03,0.96,0.72,0.97,,,,,,,,,,,
M3,M306,ACACBR,2.8,6.15,0.48,2.16,1.68,1.46,1.25,1.4,,,,,,,,,,,
M3,M306,ACACBR,2.1,3.46,0.52,2.11,1.59,0.51,0.18,0.19,,,,,,,,,,,
M3,M306,ACACBR,2.2,3.80,0.79,1.83,1.04,0.52,0.21,0.14,,,,,,,,,,,
M3,M306,ACACBR,2.2,3.80,0.76,1.7,0.94,1.22,1.16,0.73,,,,,,,,,,,
M3,M306,ACACBR,1.7,2.27,0.5,1.68,1.18,0.8,0.5,0.39,,,,,,,,,,,
M3,M306,ACACBR,1.7,2.27,0.57,1.64,1.07,0.52,0.19,0.14,,,,,,,,,,,
M3,M306,ACACBR,3.2,8.04,0.62,3.54,2.92,1.45,1.62,3.15,,,,,,,,,,,
M3,M306,ACACBR,1.5,1.77,0.97,3.99,3.02,0.47,0.16,0.32,,,,,,,,,,,
M3,M306,ACACBR,2.8,6.15,0.43,1.52,1.09,1.12,0.97,0.71,,,,,,,,,,,
M3,M306,ACACET,11.9,111.16,0.77,2.95,2.18,4.25,14.16,20.58,,,,,,,,,,,
M3,M306,ACACBR,1.6,2.01,0.57,1.98,1.41,0.79,0.41,0.39,,,,,,,,,,,
M3,M306,ACACBR,2.4,4.52,0.48,1.65,1.17,1.57,1.92,1.5,,,,,,,,,,,
M3,M306,ACACBR,2,3.14,0.29,1.69,1.4,0.72,0.4,0.37,,,,,,,,,,,
M3,M306,ACACBR,1.8,2.54,0.38,1.43,1.05,0.86,0.52,0.36,,,,,,,,,,,
M3,M306,ACACBR,2.5,4.91,0.45,0.86,0.41,0.79,0.46,0.13,,,,,,,,,,,
M3,M306,ACACBR,2.8,6.15,0.58,2.22,1.64,0.93,0.6,0.65,,,,,,,,,,,
M3,M306,ACACBR,2.3,4.15,0.48,1.83,1.35,1.38,1.23,1.11,,,,,,,,,,,
M3,M306,ACACBR,1.4,1.54,0.36,1.38,1.02,0.64,0.31,0.21,,,,,,,,,,,
M3,M306,ACACBR,1.6,2.01,0.38,1.76,1.38,0.59,0.27,0.25,,,,,,,,,,,
M3,M306,ACACBR,2.2,3.80,0.52,1.76,1.24,0.67,0.35,0.29,,,,,,,,,,,
M3,M306,ACACBR,1.9,2.83,0.51,2.09,1.58,1.11,0.95,1,,,,,,,,,,,
M3,M306,ACACBR,3.5,9.62,0.64,2.09,1.45,1.11,0.95,0.92,,,,,,,,,,,
M3,M307,ACACET,12.7,126.61,0.75,2.93,2.18,2.92,6.15,8.94,,,,,,,,,,,
M3,M307,ACACET,6.3,31.16,0.75,1.97,1.22,2,3.13,2.55,,,,,,,,,,,
M3,M307,ACACBR,2.2,3.80,0.33,1.27,0.94,0.9,0.64,0.4,,,,,,,,,,,
M3,M307,ACACBR,2.1,3.46,0.2,1.19,0.99,1.1,0.91,0.6,,,,,,,,,,,
M3,M307,ACACET,2.5,4.91,0.44,1.53,1.09,0.73,0.41,0.3,,,,,,,,,,,
M3,M307,ACACBR,4.5,15.90,0.7,3.74,3.04,1.26,1.24,2.52,,,,,,,,,,,
M3,M307,ACACBR,2.4,4.52,1.07,2.33,1.26,1.17,1.01,0.85,,,,,,,,,,,
M3,M307,ACACBR,3,7.07,0.55,2.62,2.07,1.79,2.49,3.44,,,,,,,,,,,
M3,M307,ACACBR,2.2,3.80,0.77,1.97,1.2,1.04,0.82,0.66,,,,,,,,,,,
M3,M307,ACACBR,2,3.14,0.58,0.67,0.09,0.71,0.4,0.02,,,,,,,,,,,
M3,M307,ACACBR,2.5,4.91,0.46,0.9,0.44,0.91,0.64,0.19,,,,,,,,,,,
M3,M307,ACACBR,3.1,7.54,1.02,2.3,1.28,1.24,1.2,1.02,,,,,,,,,,,
M3,M307,ACACBR,2.5,4.91,0.52,3,2.48,1.49,1.72,2.85,,,,,,,,,,,
M3,M307,ACACBR,2.3,4.15,0.63,1.73,1.1,1.31,1.34,0.98,,,,,,,,,,,
M3,M307,ACACBR,3,7.07,0.56,2.29,1.73,1.7,2.25,2.6,,,,,,,,,,,
M3,M307,ACACBR,1.7,2.27,0.58,0.88,0.3,0.46,0.13,0.03,,,,,,,,,,,
M3,M307,ACACBR,2.4,4.52,0.57,1.55,0.98,0.81,0.51,0.33,,,,,,,,,,,
M3,M307,ACACET,4.5,15.90,0.67,1.92,1.25,1.41,1.55,1.29,,,,,,,,,,,
M3,M307,ACACBR,2.5,4.91,0.7,2.24,1.54,0.58,0.26,0.26,,,,,,,,,,,
M3,M307,ACACBR,2.2,3.80,0.7,2.24,1.54,0.58,0.26,0.26,,,,,,,,,,,
M3,M307,ACACBR,1.7,2.27,0.1,1,0.9,0.33,0.08,0.05,,,,,,,,,,,
M3,M307,ACACET,13.5,143.07,0.8,3.65,2.85,3.3,8.52,16.18,,,,,,,,,,,
M3,M307,ACACBR,1.9,2.83,1.2,3.15,1.95,0.68,0.35,0.45,,,,,,,,,,,
M3,M307,ACACET,11,94.99,1.9,4.54,2.64,2.78,5.71,10.06,,,,,,,,,,,
M3,M307,ACACET,6.4,32.15,0.9,2.38,1.48,2.65,5.06,4.99,,,,,,,,,,,
M3,M307,ACACET,19.2,289.38,1.2,5.31,4.11,4.6,16.58,45.43,,,,,,,,,,,
M3,M307,ACACBR,2.2,3.80,0.8,1.5,0.7,0.43,0.13,0.06,,,,,,,,,,,
M3,M307,ACACET,16.2,206.02,1.1,3.67,2.57,3.6,10.17,17.42,,,,,,,,,,,
M3,M307,ACACBR,1.5,1.77,0.7,2.22,1.52,1.1,0.94,0.95,,,,,,,,,,,
M3,M307,ACACBR,3.2,8.04,1.7,4.43,2.73,0.85,0.55,1,,,,,,,,,,,
M3,M307,ACACBR,2.6,5.31,0.7,1.7,1,0.55,0.24,0.16,,,,,,,,,,,
M3,M307,ACACET,14.2,158.29,1.61,4.96,3.35,4.8,18.06,40.32,,,,,,,,,,,
M3,M308,ACACBR,4.2,13.85,0.4,1.05,0.65,0.28,0.06,0.03,,,,,,,,,,,
M3,M308,ACACBR,2.1,3.46,0.2,0.7,0.5,0.4,0.11,0.04,,,,,,,,,,,
M3,M308,ACACBR,2.7,5.72,0.25,0.8,0.55,0.3,0.06,0.02,,,,,,,,,,,
M3,M308,ACACBR,1.7,2.27,0.3,0.9,0.6,0.33,0.08,0.03,,,,,,,,,,,
M3,M308,ACACBR,1.5,1.77,0.15,0.9,0.75,0.23,0.04,0.02,,,,,,,,,,,
M3,M308,ACACBR,1.9,2.83,0.25,0.85,0.6,0.45,0.16,0.06,,,,,,,,,,,
M3,M308,ACACBR,2.5,4.91,0.45,1.24,0.79,0.35,0.09,0.05,,,,,,,,,,,
M3,M308,ACACBR,2.2,3.80,0.25,1.3,1.05,1.3,1.23,0.86,,,,,,,,,,,
M3,M308,ACACBR,2.3,4.15,0.4,1.86,1.46,1.15,0.98,0.96,,,,,,,,,,,
M3,M308,ACACBR,2.2,3.80,0.3,0.9,0.6,1.15,1.04,0.41,,,,,,,,,,,
M3,M308,ACACET,8.4,55.39,1,2.85,1.85,3.22,7.71,9.51,,,,,,,,,,,
M3,M308,ACACET,12.8,128.61,1.3,4.26,2.96,4.39,14.93,29.47,,,,,,,,,,,
M3,M308,ACACET,12,113.04,1.25,3.8,2.55,4.12,12.76,21.69,,,,,,,,,,,
M3,M308,ACACET,4.6,16.61,0.85,2.45,1.6,2.02,3.19,3.4,,,,,,,,,,,
M3,M308,ACACET,7,38.47,0.95,2.76,1.81,1.38,1.47,1.77,,,,,,,,,,,
M3,M308,ACACET,5.6,24.62,0.6,2.9,2.3,2.07,3.33,5.11,,,,,,,,,,,
M3,M308,ACACET,3,7.07,0.85,3.13,2.28,1.67,2.16,3.29,,,,,,,,,,,
M3,M308,ACACET,8.7,59.42,1.1,3.21,2.11,2.55,4.99,7.02,,,,,,,,,,,
M3,M308,ACACET,8.2,52.78,0.7,2.14,1.44,2.15,3.62,3.48,,,,,,,,,,,
M3,M308,ACACET,8.5,56.72,1.32,3.18,1.86,2.17,3.68,4.56,,,,,,,,,,,
M3,M308,ACACET,8.4,55.39,1.1,2.56,1.46,2.01,3.15,3.06,,,,,,,,,,,
M3,M308,ACACET,1.2,1.13,0.05,0.55,0.5,0.85,0.57,0.19,,,,,,,,,,,
M3,M308,ACACET,9,63.59,1,3.64,2.64,2.58,5,8.79,,,,,,,,,,,
M3,M308,ACACET,8.2,52.78,0.75,3.55,2.8,2.29,4.1,7.65,,,,,,,,,,,
M3,M308,ACACET,6.6,34.19,0.9,2.8,1.9,2.45,4.47,5.66,,,,,,,,,,,
M3,M308,ACACET,4.2,13.85,0.7,2.15,1.45,2.19,3.56,3.44,,,,,,,,,,,
M3,M308,ACACET,5.8,26.41,0.5,2.55,2.05,1.93,2.83,3.86,,,,,,,,,,,
M3,M308,ACACET,3.6,10.17,0.76,2.15,1.39,1.88,2.63,2.44,,,,,,,,,,,
M3,M308,ACACET,4,12.56,0.6,1.65,1.05,1.79,2.5,1.75,,,,,,,,,,,
M3,M308,ACACET,1.8,2.54,0.95,1.85,0.9,1.33,1.35,0.81,,,,,,,,,,,
M3,M308,ACACET,6.1,29.21,0.8,3.9,3.1,2.26,3.81,7.88,,,,,,,,,,,
M3,M308,ACACET,1.5,1.77,0.2,0.45,0.25,0.55,0.24,0.04,,,,,,,,,,,
M3,M308,ACACET,11.5,103.82,0.8,2.85,2.05,2.9,6.26,8.56,,,,,,,,,,,
M3,M308,ACACET,1.8,2.54,0.45,1.03,0.58,0.75,0.44,0.17,,,,,,,,,,,
M3,M308,ACACET,2.2,3.80,0.45,0.95,0.5,0.78,0.47,0.16,,,,,,,,,,,
M3,M308,ACACET,3.4,9.07,0.5,1.45,0.95,1.61,2.03,1.28,,,,,,,,,,,
M3,M308,ACACET,1.4,1.54,0.6,1,0.4,0.76,0.37,0.1,,,,,,,,,,,
M3,M308,ACACET,2.2,3.80,0.8,1.48,0.68,1.28,1.17,0.53,,,,,,,,,,,
M3,M308,ACACET,4.2,13.85,0.5,2.04,1.54,1.68,2.21,2.27,,,,,,,,,,,
M3,M308,ACACET,6.4,32.15,0.8,2.07,1.27,2.19,3.76,3.19,,,,,,,,,,,
M3,M308,ACACET,9.7,73.86,0.7,2.73,2.03,2.9,6.6,8.93,,,,,,,,,,,
M3,M308,ACACET,1.9,2.83,0.6,1.05,0.45,0.75,0.39,0.12,,,,,,,,,,,
M3,M308,ACACET,2.5,4.91,0.5,1.94,1.44,1.96,3,2.88,,,,,,,,,,,
M3,M308,ACACET,3.8,11.34,0.9,2.5,1.6,2.14,3.58,3.82,,,,,,,,,,,
M3,M308,ACACET,6.1,29.21,1.1,2.93,1.83,1.64,2.1,2.56,,,,,,,,,,,
M3,M308,ACACET,6.3,31.16,1.1,2.7,1.6,1.9,2.83,3.02,,,,,,,,,,,
M3,M308,ACACET,4.5,15.90,0.7,2.23,1.53,1.83,2.61,2.66,,,,,,,,,,,
M3,M308,ACACET,2.6,5.31,0.95,1.76,0.81,1.83,2.61,1.41,,,,,,,,,,,
M3,M308,ACACET,5,19.63,0.7,1.79,1.09,1.88,2.76,2,,,,,,,,,,,
M3,M308,ACACBR,2.1,3.46,0.4,1.1,0.7,0.6,0.27,0.13,,,,,,,,,,,
M3,M309,ACACBR,1.9,2.83,0.7,1.24,0.54,0.16,0.02,0.01,,,,,,,,,,,
M3,M309,ACACBR,2.4,4.52,0.8,2.41,1.61,1.26,1.17,1.26,,,,,,,,,,,
M3,M309,ACACET,2.3,4.15,0.6,1.59,0.99,2.18,3.59,2.37,,,,,,,,,,,
M3,M309,ACACBR,1.3,1.33,0.2,0.6,0.4,0.5,0.19,0.05,,,,,,,,,,,
M3,M309,ACACET,5.4,22.89,0.8,3.1,2.3,2.56,4.83,7.4,,,,,,,,,,,
M3,M309,ACACET,10,78.50,1.05,3.75,2.7,2.6,5.31,9.55,,,,,,,,,,,
M3,M309,ACACET,11.6,105.63,0.9,3.1,2.2,3.67,10.32,15.14,,,,,,,,,,,
M3,M309,ACACBR,2.7,5.72,0.7,1.45,0.75,0.75,0.42,0.21,,,,,,,,,,,
M3,M309,ACACET,11.1,96.72,1.04,3.53,2.49,3.26,8.27,13.73,,,,,,,,,,,
M3,M309,ACACBR,2.6,5.31,0.8,1.48,0.68,0.6,0.26,0.12,,,,,,,,,,,
M3,M309,ACACBR,2.8,6.15,0.9,1.29,0.39,0.33,0.08,0.02,,,,,,,,,,,
M3,M309,ACACBR,2,3.14,0.7,1.7,1,1,0.71,0.48,,,,,,,,,,,
M3,M309,ACACBR,2.9,6.60,0.5,1.2,0.7,0.75,0.42,0.2,,,,,,,,,,,
M3,M309,ACACBR,1.9,2.83,0.8,1.64,0.84,0.65,0.28,0.16,,,,,,,,,,,
M3,M309,ACACBR,1.6,2.01,0.6,1,0.4,0.38,0.11,0.03,,,,,,,,,,,
M3,M309,ACACBR,1.9,2.83,0.72,1.69,0.97,0.83,0.53,0.35,,,,,,,,,,,
M3,M309,ACACBR,1.4,1.54,0.7,1.1,0.4,0.28,0.05,0.01,,,,,,,,,,,
M3,M309,ACACBR,1.3,1.33,0.6,1.34,0.74,0.28,0.06,0.03,,,,,,,,,,,
M3,M309,ACACBR,2.5,4.91,0.65,1.79,1.14,0.8,0.48,0.37,,,,,,,,,,,
M3,M309,ACACBR,1.9,2.83,0.65,1.61,0.96,0.38,0.11,0.07,,,,,,,,,,,
M3,M309,ACACBR,1.3,1.33,0.6,0.8,0.2,0.1,0.01,0,,,,,,,,,,,
M3,M309,ACACBR,1.2,1.13,0.3,0.79,0.49,0.1,0.01,0,,,,,,,,,,,
M3,M309,ACACBR,2.3,4.15,0.83,2.04,1.21,1.37,1.45,1.17,,,,,,,,,,,
M3,M309,ACACBR,2.4,4.52,0.46,1.57,1.11,0.48,0.14,0.1,,,,,,,,,,,
M3,M309,ACACBR,1.5,1.77,0.6,1.5,0.9,0.6,0.21,0.13,,,,,,,,,,,
M3,M309,ACACBR,1.9,2.83,0.72,2.16,1.44,1.07,0.71,0.68,,,,,,,,,,,
M3,M309,ACACET,7.3,41.83,0.63,2.05,1.42,2.3,4.15,3.93,,,,,,,,,,,
M3,M309,ACACBR,2.5,4.91,0.77,1.53,0.76,0.83,0.52,0.26,,,,,,,,,,,
M3,M309,ACACBR,2.5,4.91,0.6,1.3,0.7,1.47,1.63,0.76,,,,,,,,,,,
M3,M309,ACACBR,2.5,4.91,0.57,1.47,0.9,0.94,0.67,0.4,,,,,,,,,,,
M3,M309,ACACET,14,153.86,0.8,4.75,3.95,3.24,8.23,21.67,,,,,,,,,,,
M3,M309,ACACBR,1.5,1.77,0.64,1.3,0.66,0.39,0.12,0.05,,,,,,,,,,,
M3,M309,ACACET,6.5,33.17,1.24,3.29,2.05,2.06,3.31,4.52,,,,,,,,,,,
M3,M309,ACACME,8.5,56.72,0.76,1.83,1.07,3.05,7.07,5.04,,,,,,,,,,,
M3,M309,ACACBR,1.5,1.77,0.53,1.23,0.7,0.51,0.2,0.1,,,,,,,,,,,
M3,M309,ACACBR,2,3.14,0.92,1.47,0.55,0.58,0.26,0.09,,,,,,,,,,,
M3,M309,ACACBR,2.6,5.31,0.61,1.53,0.92,1.4,1.48,0.91,,,,,,,,,,,
M3,M309,ACACBR,1.5,1.77,0.5,0.96,0.46,0.23,0.04,0.01,,,,,,,,,,,
M3,M309,ACACET,9.2,66.44,0.75,5.2,4.45,3.4,9.04,26.83,,,,,,,,,,,
M3,M309,ACACET,8.2,52.78,0.87,4.2,3.33,2.6,5.28,11.71,,,,,,,,,,,
M3,M309,ACACET,12.1,114.93,1.2,5.2,4,4.2,13.78,36.74,,,,,,,,,,,
M3,M309,ACACBR,2.8,6.15,0.7,1.66,0.96,0.59,0.26,0.17,,,,,,,,,,,
M3,M309,ACACET,22.5,397.41,1.22,5.29,4.07,6.2,30.05,81.54,,,,,,,,,,,
M3,M309,ACACET,7,38.47,1.25,3.15,1.9,2.9,6.41,8.11,,,,,,,,,,,
M3,M309,ACACET,4.2,13.85,1.06,2.71,1.65,1.15,1.04,1.14,,,,,,,,,,,
M3,M309,ACACET,3.5,9.62,0.76,1.52,0.76,0.51,0.13,0.07,,,,,,,,,,,
M3,M309,ACACET,4.8,18.09,0.9,2.97,2.07,1.54,1.67,2.31,,,,,,,,,,,
M3,M309,ACACET,11.6,105.63,0.9,4.09,3.19,2.8,6.12,13.02,,,,,,,,,,,
M3,M309,ACACET,8.9,62.18,0.9,3.61,2.71,2.95,6.83,12.34,,,,,,,,,,,
M3,M309,ACACBR,2,3.14,0.4,0.72,0.32,0.23,0.04,0.01,,,,,,,,,,,
M3,M309,ACACET,9.2,66.44,0.8,3.71,2.91,1.95,2.81,5.45,,,,,,,,,,,
M3,M309,ACACBR,1.9,2.83,1.41,2.6,1.19,0.38,0.11,0.09,,,,,,,,,,,
M3,M309,ACACBR,2.1,3.46,0.7,1.39,0.69,0.76,0.44,0.2,,,,,,,,,,,
M3,M309,ACACET,5.2,21.23,0.6,1.23,0.63,1.24,0.95,0.4,,,,,,,,,,,
M3,M309,ACACET,6.3,31.16,1.22,3.71,2.49,1.75,2.31,3.83,,,,,,,,,,,
M3,M309,ACACET,6.2,30.18,1.22,3.44,2.22,1.9,2.55,3.78,,,,,,,,,,,
M3,M309,ACACET,6.7,35.24,1.1,3.31,2.21,2.5,4.78,7.04,,,,,,,,,,,
M3,M309,ACACET,8.6,58.06,0.77,3.38,2.61,3.15,7.69,13.39,,,,,,,,,,,
M3,M309,ACACET,7.4,42.99,0.9,3.42,2.52,2.52,4.97,8.36,,,,,,,,,,,
M3,M309,ACACET,6.7,35.24,1.1,3.64,2.54,2.46,4.75,8.04,,,,,,,,,,,
M3,M309,ACACET,7.6,45.34,0.8,2.55,1.75,2.03,3.23,3.76,,,,,,,,,,,
M3,M310,ACACET,5.8,26.41,0.9,3.05,2.15,2.21,3.83,5.49,,,,,,,,,,,
M3,M310,ACACET,5.7,25.50,1.3,2.79,1.49,1.62,2.06,2.04,,,,,,,,,,,
M3,M310,ACACBR,2.3,4.15,0.8,2.23,1.43,1.22,1.17,1.11,,,,,,,,,,,
M3,M310,ACACBR,2.8,6.15,1,1.6,0.6,0.85,0.52,0.21,,,,,,,,,,,
M3,M310,ACACBR,1.4,1.54,0.6,0.84,0.24,0.48,0.17,0.03,,,,,,,,,,,
M3,M310,ACACET,8.5,56.72,1.1,3.27,2.17,2.74,5.87,8.49,,,,,,,,,,,
M3,M310,ACACBR,2.1,3.46,0.7,1.1,0.4,0.75,0.44,0.12,,,,,,,,,,,
M3,M310,ACACBR,2.8,6.15,0.8,1.22,0.42,0.7,0.35,0.1,,,,,,,,,,,
M3,M310,ACACET,16.5,213.72,1.2,4.42,3.22,4.2,13.84,29.71,,,,,,,,,,,
M3,M310,ACACBR,3.2,8.04,0.9,1.83,0.93,1.34,1.25,0.78,,,,,,,,,,,
M3,M310,ACACBR,2,3.14,0.7,1,0.3,0.2,0.03,0.01,,,,,,,,,,,
M3,M310,ACACET,16,200.96,1.7,3.12,1.42,1.92,2.86,2.7,,,,,,,,,,,
M3,M310,ACACBR,1.7,2.27,0.6,1,0.4,0.5,0.19,0.05,,,,,,,,,,,
M3,M310,ACACBR,3,7.07,0.6,1.2,0.6,1.31,1.27,0.51,,,,,,,,,,,
M3,M310,ACACBR,1.7,2.27,0.35,0.8,0.45,0.08,0.01,0,,,,,,,,,,,
M3,M310,ACACET,2.8,6.15,0.17,2.11,1.94,1.17,1.04,1.35,,,,,,,,,,,
M3,M310,ACACET,5.3,22.05,0.6,3.27,2.67,1.73,1.92,3.42,,,,,,,,,,,
M3,M310,ACACET,6.3,31.16,1.1,2.2,1.1,1.58,1.93,1.41,,,,,,,,,,,
M3,M310,ACACET,5,19.63,0.9,2.89,1.99,1,0.75,1,,,,,,,,,,,
M3,M310,ACACBR,1.6,2.01,0.6,1.88,1.28,0.58,0.26,0.22,,,,,,,,,,,
M3,M310,ACACET,11,94.99,0.9,2.94,2.04,3.05,6.85,9.31,,,,,,,,,,,
M3,M310,ACACET,10.3,83.28,1,2.76,1.76,3.25,8.14,9.56,,,,,,,,,,,
M3,M310,ACACBR,2,3.14,0.8,1.99,1.19,0.85,0.57,0.45,,,,,,,,,,,
M3,M310,ACACBR,1.7,2.27,0.6,1.05,0.45,0.45,0.16,0.05,,,,,,,,,,,
M3,M310,ACACBR,1.4,1.54,0.7,1.62,0.92,0.7,0.38,0.23,,,,,,,,,,,
M3,M310,ACACBR,6.8,36.30,0.8,2.21,1.41,1.73,2.31,2.17,,,,,,,,,,,
M3,M310,ACACBR,2.5,4.91,0.7,1.58,0.88,0.93,0.67,0.39,,,,,,,,,,,
M3,M310,ACACBR,2.7,5.72,0.8,1.74,0.94,1.11,0.96,0.6,,,,,,,,,,,
M3,M310,ACACBR,2.3,4.15,0.6,1.71,1.11,1.14,0.97,0.72,,,,,,,,,,,
M3,M310,ACACBR,1.5,1.77,0.5,1.44,0.94,0.35,0.09,0.06,,,,,,,,,,,
M3,M310,ACACET,9,63.59,1.1,3.38,2.28,3.17,7.83,11.91,,,,,,,,,,,
M3,M310,ACACBR,2.5,4.91,1,1.7,0.7,0.5,0.2,0.09,,,,,,,,,,,
M3,M310,ACACET,9.9,76.94,1.2,4.24,3.04,2.91,6.59,13.35,,,,,,,,,,,
M3,M310,ACACET,3,7.07,1,2.3,1.3,1.05,0.86,0.74,,,,,,,,,,,
M3,M310,ACACET,13.9,151.67,0.9,3.04,2.14,2.44,4.61,6.58,,,,,,,,,,,
M3,M310,ACACET,9.3,67.89,0.65,1.7,1.05,1.02,0.82,0.57,,,,,,,,,,,
M3,M310,ACACET,6.4,32.15,1.2,3.07,1.87,1.74,2.34,2.92,,,,,,,,,,,
M3,M310,ACACET,3,7.07,1.1,1.96,0.86,1.11,0.93,0.53,,,,,,,,,,,
M3,M311,ACACBR,1.2,1.13,0.53,1.1,0.57,0.64,0.32,0.12,,,,,,,,,,,
M3,M311,ACACBR,1.5,1.77,0.4,1.52,1.12,0.47,0.17,0.13,,,,,,,,,,,
M3,M311,ACACBR,2.4,4.52,0.67,2.45,1.78,1.58,1.96,2.32,,,,,,,,,,,
