Acacia tortilis biomass (y=53.506x-103.47 (r2 = 0.75),,,,,,,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,D1,D2,CD,CanArea =  ?r² ,CanArea     = ?D1D2/4 ,Diff,(D1D2/4),CanVol,CanVol ,Biomass
L3,L366,ACACTO,3.1,,b,7.54,0.7,2.69,1.99,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,14.7,14.73,62.4
L3,L366,ACACTO,2.4,,b,4.52,0.7,2.69,1.99,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,14.7,14.73,24.9
L3,L367,ACACTO,16.4,M,M,211.13,0.7,4.72,4.02,3.84,4.2,4.02,12.69,12.66,0.03,4.032,33.9,33.93,774.0
L3,L367,ACACTO,2.4,,b,4.52,0.7,4.72,4.02,3.84,4.2,4.02,12.69,12.66,0.03,4.032,33.9,33.93,24.9
L3,L367,ACACTO,2,,b,3.14,0.7,4.72,4.02,3.84,4.2,4.02,12.69,12.66,0.03,4.032,33.9,33.93,3.5
L3,L367,ACACTO,6,M,M,28.26,0.7,2.21,1.51,3.1,2.55,2.83,6.26,6.21,0.06,1.97625,6.2,6.25,217.6
L3,L367,ACACTO,5.6,,b,24.62,0.7,2.21,1.51,3.1,2.55,2.83,6.26,6.21,0.06,1.97625,6.2,6.25,196.2
L3,L367,ACACTO,5.4,,b,22.89,0.7,2.21,1.51,3.1,2.55,2.83,6.26,6.21,0.06,1.97625,6.2,6.25,185.5
L3,L367,ACACTO,5,,b,19.63,0.7,2.21,1.51,3.1,2.55,2.83,6.26,6.21,0.06,1.97625,6.2,6.25,164.1
L3,L367,ACACTO,3.5,M,M,9.62,0.35,2.2,1.85,2.3,2.8,2.55,5.1,5.06,0.05,1.61,6.2,6.23,83.8
L3,L367,ACACTO,2.2,,b,3.80,0.35,2.2,1.85,2.3,2.8,2.55,5.1,5.06,0.05,1.61,6.2,6.23,14.2
L3,L367,ACACTO,2,,b,3.14,0.35,2.2,1.85,2.3,2.8,2.55,5.1,5.06,0.05,1.61,6.2,6.23,3.5
L3,L367,ACACTO,3.2,,b,8.04,0.35,2.2,1.85,2.3,2.8,2.55,5.1,5.06,0.05,1.61,6.2,6.23,67.7
L3,L367,ACACTO,3.5,M,M,9.62,0.3,1.62,1.32,2.7,1.9,2.3,4.15,4.03,0.13,1.2825,3.5,3.54,83.8
L3,L367,ACACTO,3.3,,b,8.55,0.3,1.62,1.32,2.7,1.9,2.3,4.15,4.03,0.13,1.2825,3.5,3.54,73.1
L3,L367,ACACTO,2.7,,b,5.72,0.3,1.62,1.32,2.7,1.9,2.3,4.15,4.03,0.13,1.2825,3.5,3.54,41.0
L3,L367,ACACTO,3,,b,7.07,0.3,1.62,1.32,2.7,1.9,2.3,4.15,4.03,0.13,1.2825,3.5,3.54,57.0
L3,L367,ACACTO,2.5,,b,4.91,0.3,1.62,1.32,2.7,1.9,2.3,4.15,4.03,0.13,1.2825,3.5,3.54,30.3
L3,L367,ACACTO,2.3,,b,4.15,0.3,1.62,1.32,2.7,1.9,2.3,4.15,4.03,0.13,1.2825,3.5,3.54,19.6
L3,L367,ACACTO,3.4,M,M,9.07,0.4,1.22,0.82,2.4,2.9,2.65,5.51,5.46,0.05,1.74,3.0,2.99,78.5
L3,L367,ACACTO,3,,b,7.07,0.4,1.22,0.82,2.4,2.9,2.65,5.51,5.46,0.05,1.74,3.0,2.99,57.0
L3,L367,ACACTO,2.7,,b,5.72,0.4,1.22,0.82,2.4,2.9,2.65,5.51,5.46,0.05,1.74,3.0,2.99,41.0
L3,L367,ACACTO,2.5,,b,4.91,0.4,1.22,0.82,2.4,2.9,2.65,5.51,5.46,0.05,1.74,3.0,2.99,30.3
L3,L367,ACACTO,1.8,,b,2.54,0.4,1.22,0.82,2.4,2.9,2.65,5.51,5.46,0.05,1.74,3.0,2.99,-7.2
L3,L368,ACACTO,8.5,M,M,56.72,1.2,2.82,1.62,3.65,3.1,3.38,8.94,8.88,0.06,2.82875,9.6,9.59,351.3
L3,L369,ACACTO,3.4,M,M,9.07,0.44,2.47,2.03,3.9,3.4,3.65,10.46,10.41,0.05,3.315,14.1,14.09,78.5
L3,L369,ACACTO,3.3,,b,8.55,0.44,2.47,2.03,3.9,3.4,3.65,10.46,10.41,0.05,3.315,14.1,14.09,73.1
L3,L369,ACACTO,3.1,,b,7.54,0.44,2.47,2.03,3.9,3.4,3.65,10.46,10.41,0.05,3.315,14.1,14.09,62.4
L3,L369,ACACTO,2.7,,b,5.72,0.44,2.47,2.03,3.9,3.4,3.65,10.46,10.41,0.05,3.315,14.1,14.09,41.0
L3,L369,ACACTO,10.9,M,M,93.27,0.4,3.67,3.27,6.5,6,6.25,30.66,30.62,0.05,9.75,66.7,66.74,479.7
L3,L369,ACACTO,7.9,,b,48.99,0.4,3.67,3.27,6.5,6,6.25,30.66,30.62,0.05,9.75,66.7,66.74,319.2
L3,L369,ACACTO,7.5,,b,44.16,0.4,3.67,3.27,6.5,6,6.25,30.66,30.62,0.05,9.75,66.7,66.74,297.8
L3,L369,ACACTO,6.4,,b,32.15,0.4,3.67,3.27,6.5,6,6.25,30.66,30.62,0.05,9.75,66.7,66.74,239.0
L3,L369,ACACTO,5.2,,b,21.23,0.4,3.67,3.27,6.5,6,6.25,30.66,30.62,0.05,9.75,66.7,66.74,174.8
L3,L369,ACACTO,11.3,M,M,100.24,0.5,2.56,2.06,5.9,5.29,5.6,24.57,24.5,0.07,7.80275,33.6,33.65,501.1
L3,L369,ACACTO,8.3,,b,54.08,0.5,2.56,2.06,5.9,5.29,5.6,24.57,24.5,0.07,7.80275,33.6,33.65,340.6
L3,L369,ACACTO,8,,b,50.24,0.5,2.56,2.06,5.9,5.29,5.6,24.57,24.5,0.07,7.80275,33.6,33.65,324.6
L3,L369,ACACTO,2.7,,b,5.72,0.5,2.56,2.06,5.9,5.29,5.6,24.57,24.5,0.07,7.80275,33.6,33.65,41.0
L3,L369,ACACTO,4.4,,b,15.20,0.5,2.56,2.06,5.9,5.29,5.6,24.57,24.5,0.07,7.80275,33.6,33.65,132.0
L3,L369,ACACTO,6.4,M,M,32.15,0.5,3.21,2.71,4,3.6,3.8,11.34,11.3,0.03,3.6,20.4,20.42,239.0
L3,L369,ACACTO,5.1,,b,20.42,0.5,3.21,2.71,4,3.6,3.8,11.34,11.3,0.03,3.6,20.4,20.42,169.4
L3,L369,ACACTO,4.6,,b,16.61,0.5,3.21,2.71,4,3.6,3.8,11.34,11.3,0.03,3.6,20.4,20.42,142.7
L3,L369,ACACTO,12.7,M,M,126.61,1.08,2.86,1.78,4.3,4,4.15,13.52,13.5,0.02,4.3,16.0,16.02,576.1
L3,L369,ACACTO,10.8,M,M,91.56,0.5,3.32,2.82,3.9,3.4,3.65,10.46,10.41,0.05,3.315,19.6,19.57,474.4
L3,L369,ACACTO,7.8,,b,47.76,0.5,3.32,2.82,3.9,3.4,3.65,10.46,10.41,0.05,3.315,19.6,19.57,313.9
L3,L369,ACACTO,4.5,,b,15.90,0.5,3.32,2.82,3.9,3.4,3.65,10.46,10.41,0.05,3.315,19.6,19.57,137.3
L3,L369,ACACTO,6.3,,b,31.16,0.5,3.32,2.82,3.9,3.4,3.65,10.46,10.41,0.05,3.315,19.6,19.57,233.6
L3,L369,ACACTO,18.8,M,M,277.45,0.6,3.11,2.51,7.1,7,7.05,39.02,39.01,0,12.425,65.3,65.28,902.4
L3,L369,ACACTO,8.4,,b,55.39,0.6,3.11,2.51,7.1,7,7.05,39.02,39.01,0,12.425,65.3,65.28,346.0
L3,L369,ACACTO,7.5,M,M,44.16,0.56,1.76,1.2,3.6,3.3,3.45,9.34,9.33,0.02,2.97,7.5,7.46,297.8
L3,L369,ACACTO,1.8,,b,2.54,0.56,1.76,1.2,3.6,3.3,3.45,9.34,9.33,0.02,2.97,7.5,7.46,-7.2
L3,L369,ACACTO,1.5,,b,1.77,0.56,1.76,1.2,3.6,3.3,3.45,9.34,9.33,0.02,2.97,7.5,7.46,-23.2
L3,L369,ACACTO,11.3,M,M,100.24,0.6,3.51,2.91,5,4.8,4.9,18.85,18.84,0.01,6,36.5,36.55,501.1
L3,L369,ACACTO,7.4,,b,42.99,0.6,3.51,2.91,5,4.8,4.9,18.85,18.84,0.01,6,36.5,36.55,292.5
L3,L369,ACACTO,8.4,,b,55.39,0.6,3.51,2.91,5,4.8,4.9,18.85,18.84,0.01,6,36.5,36.55,346.0
L3,L369,ACACTO,7.5,,b,44.16,0.6,3.51,2.91,5,4.8,4.9,18.85,18.84,0.01,6,36.5,36.55,297.8
L3,L369,ACACTO,17.5,M,M,240.41,0.3,4.17,3.87,6.4,6.1,6.25,30.66,30.65,0.02,9.76,79.1,79.07,832.9
L3,L369,ACACTO,4.7,,b,17.34,0.3,4.17,3.87,6.4,6.1,6.25,30.66,30.65,0.02,9.76,79.1,79.07,148.0
L3,L369,ACACTO,19.4,M,M,295.44,0.3,4.17,3.87,6.4,6.1,6.25,30.66,30.65,0.02,9.76,79.1,79.07,934.5
L3,L369,ACACTO,9.1,,b,65.01,0.3,4.17,3.87,6.4,6.1,6.25,30.66,30.65,0.02,9.76,79.1,79.07,383.4
L3,L369,ACACTO,8.2,,b,52.78,0.3,4.17,3.87,6.4,6.1,6.25,30.66,30.65,0.02,9.76,79.1,79.07,335.3
L3,L369,ACACTO,6.4,M,M,32.15,0.5,2.03,1.53,3,2.9,2.95,6.83,6.83,0,2.175,7.0,6.97,239.0
L3,L369,ACACTO,5.4,,b,22.89,0.5,2.03,1.53,3,2.9,2.95,6.83,6.83,0,2.175,7.0,6.97,185.5
L3,L369,ACACTO,6.2,,b,30.18,0.5,2.03,1.53,3,2.9,2.95,6.83,6.83,0,2.175,7.0,6.97,228.3
L3,L369,ACACTO,5.2,,b,21.23,0.5,2.03,1.53,3,2.9,2.95,6.83,6.83,0,2.175,7.0,6.97,174.8
L3,L369,ACACTO,4.5,,b,15.90,0.5,2.03,1.53,3,2.9,2.95,6.83,6.83,0,2.175,7.0,6.97,137.3
L3,L369,ACACTO,7.4,M,M,42.99,0.4,2.38,1.98,3.4,3,3.2,8.04,8.01,0.03,2.55,10.6,10.57,292.5
L3,L369,ACACTO,4.4,,b,15.20,0.4,2.38,1.98,3.4,3,3.2,8.04,8.01,0.03,2.55,10.6,10.57,132.0
L3,L369,ACACTO,6.2,,b,30.18,0.4,2.38,1.98,3.4,3,3.2,8.04,8.01,0.03,2.55,10.6,10.57,228.3
L3,L369,ACACTO,5.5,,b,23.75,0.4,2.38,1.98,3.4,3,3.2,8.04,8.01,0.03,2.55,10.6,10.57,190.8
L3,L369,ACACTO,6.2,M,M,30.18,0.8,2.64,1.84,2.6,2.1,2.35,4.34,4.29,0.05,1.365,5.3,5.26,228.3
L3,L369,ACACTO,4.5,,b,15.90,0.8,2.64,1.84,2.6,2.1,2.35,4.34,4.29,0.05,1.365,5.3,5.26,137.3
L3,L369,ACACTO,2.7,,b,5.72,0.8,2.64,1.84,2.6,2.1,2.35,4.34,4.29,0.05,1.365,5.3,5.26,41.0
L3,L369,ACACTO,3.1,,b,7.54,0.8,2.64,1.84,2.6,2.1,2.35,4.34,4.29,0.05,1.365,5.3,5.26,62.4
L3,L369,ACACTO,5.6,,b,24.62,0.8,2.64,1.84,2.6,2.1,2.35,4.34,4.29,0.05,1.365,5.3,5.26,196.2
L3,L369,ACACTO,3.5,M,M,9.62,0.55,1.74,1.19,1.7,1.6,1.65,2.14,2.14,0,0.68,1.7,1.69,83.8
L3,L369,ACACTO,2.5,,b,4.91,0.55,1.74,1.19,1.7,1.6,1.65,2.14,2.14,0,0.68,1.7,1.69,30.3
L3,L369,ACACTO,2.1,,b,3.46,0.55,1.74,1.19,1.7,1.6,1.65,2.14,2.14,0,0.68,1.7,1.69,8.9
L3,L369,ACACTO,1.9,,b,2.83,0.55,1.74,1.19,1.7,1.6,1.65,2.14,2.14,0,0.68,1.7,1.69,-1.8
L3,L369,ACACTO,7,M,M,38.47,0.4,1.56,1.16,3.2,3.1,3.15,7.79,7.79,0,2.48,6.0,6.02,271.1
L3,L369,ACACTO,4,,b,12.56,0.4,1.56,1.16,3.2,3.1,3.15,7.79,7.79,0,2.48,6.0,6.02,110.6
L3,L369,ACACTO,3.5,,b,9.62,0.4,1.56,1.16,3.2,3.1,3.15,7.79,7.79,0,2.48,6.0,6.02,83.8
L3,L369,ACACTO,4.6,,b,16.61,0.4,1.56,1.16,3.2,3.1,3.15,7.79,7.79,0,2.48,6.0,6.02,142.7
L3,L369,ACACTO,6.2,,b,30.18,0.4,1.56,1.16,3.2,3.1,3.15,7.79,7.79,0,2.48,6.0,6.02,228.3
L3,L370,ACACTO,19.2,M,M,289.38,1.54,3.75,2.21,6.4,6,6.2,30.18,30.14,0.03,9.6,44.4,44.41,923.8
L3,L370,ACACTO,8.4,,b,55.39,1.54,3.75,2.21,6.4,6,6.2,30.18,30.14,0.03,9.6,44.4,44.41,346.0
L3,L370,ACACTO,9.2,M,M,66.44,0.9,3.44,2.54,2.1,1.7,1.9,2.83,2.8,0.03,0.8925,4.7,4.75,388.8
L3,L370,ACACTO,9.1,,b,65.01,0.9,3.44,2.54,2.1,1.7,1.9,2.83,2.8,0.03,0.8925,4.7,4.75,383.4
L3,L370,ACACTO,9.3,,b,67.89,0.9,3.44,2.54,2.1,1.7,1.9,2.83,2.8,0.03,0.8925,4.7,4.75,394.1
L3,L370,ACACTO,10.2,M,M,81.67,0.7,3.22,2.52,2.3,2,2.15,3.63,3.61,0.02,1.15,6.1,6.07,442.3
L3,L370,ACACTO,7.2,,b,40.69,0.7,3.22,2.52,2.3,2,2.15,3.63,3.61,0.02,1.15,6.1,6.07,281.8
L3,L370,ACACTO,10.1,,b,80.08,0.7,3.22,2.52,2.3,2,2.15,3.63,3.61,0.02,1.15,6.1,6.07,436.9
L3,L370,ACACTO,13.2,M,M,136.78,0.88,3.35,2.47,4,3.7,3.85,11.64,11.62,0.02,3.7,19.1,19.13,602.8
L3,L370,ACACTO,11.7,,b,107.46,0.88,3.35,2.47,4,3.7,3.85,11.64,11.62,0.02,3.7,19.1,19.13,522.6
L3,L370,ACACTO,8.4,,b,55.39,0.88,3.35,2.47,4,3.7,3.85,11.64,11.62,0.02,3.7,19.1,19.13,346.0
L3,L370,ACACTO,9.2,M,M,66.44,0.3,3.04,2.74,1.8,1.5,1.65,2.14,2.12,0.02,0.675,3.9,3.87,388.8
L3,L370,ACACTO,4.5,,b,15.90,0.3,3.04,2.74,1.8,1.5,1.65,2.14,2.12,0.02,0.675,3.9,3.87,137.3
L3,L370,ACACTO,4,,b,12.56,0.3,3.04,2.74,1.8,1.5,1.65,2.14,2.12,0.02,0.675,3.9,3.87,110.6
L3,L370,ACACTO,3.5,,b,9.62,0.3,3.04,2.74,1.8,1.5,1.65,2.14,2.12,0.02,0.675,3.9,3.87,83.8
L3,L370,ACACTO,9.1,M,M,65.01,0.5,2.88,2.38,2,1.7,1.85,2.69,2.67,0.02,0.85,4.2,4.23,383.4
L3,L370,ACACTO,6.1,,b,29.21,0.5,2.88,2.38,2,1.7,1.85,2.69,2.67,0.02,0.85,4.2,4.23,222.9
L3,L370,ACACTO,4.2,,b,13.85,0.5,2.88,2.38,2,1.7,1.85,2.69,2.67,0.02,0.85,4.2,4.23,121.3
L3,L370,ACACTO,3.3,M,M,8.55,0.55,1.22,0.67,1.4,1.5,1.45,1.65,1.65,0,0.525,0.7,0.74,73.1
L3,L370,ACACTO,2.1,,b,3.46,0.55,1.22,0.67,1.4,1.5,1.45,1.65,1.65,0,0.525,0.7,0.74,8.9
L3,L370,ACACTO,2.6,,b,5.31,0.55,1.22,0.67,1.4,1.5,1.45,1.65,1.65,0,0.525,0.7,0.74,35.6
L3,L370,ACACTO,1.5,,b,1.77,0.55,1.22,0.67,1.4,1.5,1.45,1.65,1.65,0,0.525,0.7,0.74,-23.2
L3,L370,ACACTO,4.4,M,M,15.20,0.5,1.7,1.2,1.7,1.6,1.65,2.14,2.14,0,0.68,1.7,1.71,132.0
L3,L370,ACACTO,2.3,,b,4.15,0.5,1.7,1.2,1.7,1.6,1.65,2.14,2.14,0,0.68,1.7,1.71,19.6
L3,L370,ACACTO,3.6,,b,10.17,0.5,1.7,1.2,1.7,1.6,1.65,2.14,2.14,0,0.68,1.7,1.71,89.2
L3,L370,ACACTO,8.4,M,M,55.39,0.6,2.5,1.9,3.9,3.5,3.7,10.75,10.72,0.03,3.4125,13.6,13.57,346.0
L3,L370,ACACTO,3.7,,b,10.75,0.6,2.5,1.9,3.9,3.5,3.7,10.75,10.72,0.03,3.4125,13.6,13.57,94.5
L3,L370,ACACTO,3,,b,7.07,0.6,2.5,1.9,3.9,3.5,3.7,10.75,10.72,0.03,3.4125,13.6,13.57,57.0
L3,L370,ACACTO,6.1,M,M,29.21,0.49,2.24,1.75,2.1,2.2,2.15,3.63,3.63,0,1.155,4.2,4.23,222.9
L3,L370,ACACTO,4.7,,b,17.34,0.49,2.24,1.75,2.1,2.2,2.15,3.63,3.63,0,1.155,4.2,4.23,148.0
L3,L370,ACACTO,2.1,,b,3.46,0.49,2.24,1.75,2.1,2.2,2.15,3.63,3.63,0,1.155,4.2,4.23,8.9
L3,L370,ACACTO,1.9,,b,2.83,0.49,2.24,1.75,2.1,2.2,2.15,3.63,3.63,0,1.155,4.2,4.23,-1.8
L3,L370,ACACTO,17,M,M,226.87,1.2,4.1,2.9,5.2,5.3,5.25,21.64,21.63,0,6.89,41.8,41.83,806.1
L3,L370,ACACTO,14.9,,b,174.28,1.2,4.1,2.9,5.2,5.3,5.25,21.64,21.63,0,6.89,41.8,41.83,693.8
L3,L370,ACACTO,8.4,,b,55.39,1.2,4.1,2.9,5.2,5.3,5.25,21.64,21.63,0,6.89,41.8,41.83,346.0
L3,L370,ACACTO,7.1,M,M,39.57,0.34,3.02,2.68,2.4,2.35,2.38,4.43,4.43,0,1.41,7.9,7.91,276.4
L3,L370,ACACTO,3.7,,b,10.75,0.34,3.02,2.68,2.4,2.35,2.38,4.43,4.43,0,1.41,7.9,7.91,94.5
L3,L370,ACACTO,3.2,,b,8.04,0.34,3.02,2.68,2.4,2.35,2.38,4.43,4.43,0,1.41,7.9,7.91,67.7
L3,L370,ACACTO,4.6,,b,16.61,0.34,3.02,2.68,2.4,2.35,2.38,4.43,4.43,0,1.41,7.9,7.91,142.7
L3,L370,ACACTO,8.4,M,M,55.39,1.13,3.28,2.15,5,4.7,4.85,18.47,18.45,0.02,5.875,26.4,26.44,346.0
L3,L370,ACACTO,4,,b,12.56,1.13,3.28,2.15,5,4.7,4.85,18.47,18.45,0.02,5.875,26.4,26.44,110.6
L3,L370,ACACTO,6.2,,b,30.18,1.13,3.28,2.15,5,4.7,4.85,18.47,18.45,0.02,5.875,26.4,26.44,228.3
L3,L370,ACACTO,5.4,,b,22.89,1.13,3.28,2.15,5,4.7,4.85,18.47,18.45,0.02,5.875,26.4,26.44,185.5
L3,L370,ACACTO,13,M,M,132.67,0.4,3.62,3.22,6.3,5.5,5.9,27.33,27.2,0.13,8.6625,58.4,58.39,592.1
L3,L370,ACACTO,8.8,,b,60.79,0.4,3.62,3.22,6.3,5.5,5.9,27.33,27.2,0.13,8.6625,58.4,58.39,367.4
L3,L370,ACACTO,7.3,,b,41.83,0.4,3.62,3.22,6.3,5.5,5.9,27.33,27.2,0.13,8.6625,58.4,58.39,287.1
L3,L370,ACACTO,4.7,M,M,17.34,0.95,4.11,3.16,4.35,4.6,4.48,15.72,15.71,0.01,5.0025,33.1,33.09,148.0
L3,L370,ACACTO,1.9,,b,2.83,0.95,4.11,3.16,4.35,4.6,4.48,15.72,15.71,0.01,5.0025,33.1,33.09,-1.8
L3,L370,ACACTO,1.4,,b,1.54,0.95,4.11,3.16,4.35,4.6,4.48,15.72,15.71,0.01,5.0025,33.1,33.09,-28.6
L3,L370,ACACTO,2.5,,b,4.91,0.95,4.11,3.16,4.35,4.6,4.48,15.72,15.71,0.01,5.0025,33.1,33.09,30.3
L3,L370,ACACTO,9.9,M,M,76.94,0.48,3.28,2.8,5.42,4.92,5.17,20.98,20.93,0.05,6.6666,39.1,39.08,426.2
L3,L370,ACACTO,9.1,,b,65.01,0.48,3.28,2.8,5.42,4.92,5.17,20.98,20.93,0.05,6.6666,39.1,39.08,383.4
L3,L370,ACACTO,8.4,,b,55.39,0.48,3.28,2.8,5.42,4.92,5.17,20.98,20.93,0.05,6.6666,39.1,39.08,346.0
L3,L370,ACACTO,14,M,M,153.86,0.68,3.24,2.56,7,6.74,6.87,37.05,37.04,0.01,11.795,63.2,63.21,645.6
L3,L370,ACACTO,9.4,,b,69.36,0.68,3.24,2.56,7,6.74,6.87,37.05,37.04,0.01,11.795,63.2,63.21,399.5
L3,L370,ACACTO,4.3,,b,14.51,0.68,3.24,2.56,7,6.74,6.87,37.05,37.04,0.01,11.795,63.2,63.21,126.6
L3,L370,ACACTO,6,,b,28.26,0.68,3.24,2.56,7,6.74,6.87,37.05,37.04,0.01,11.795,63.2,63.21,217.6
L3,L370,ACACTO,4.7,M,M,17.34,0.55,1.62,1.07,3.79,3.7,3.75,11.01,11.01,0,3.50575,7.9,7.85,148.0
L3,L370,ACACTO,4.3,,b,14.51,0.55,1.62,1.07,3.79,3.7,3.75,11.01,11.01,0,3.50575,7.9,7.85,126.6
L3,L370,ACACTO,4,,b,12.56,0.55,1.62,1.07,3.79,3.7,3.75,11.01,11.01,0,3.50575,7.9,7.85,110.6
L3,L370,ACACTO,3.5,,b,9.62,0.55,1.62,1.07,3.79,3.7,3.75,11.01,11.01,0,3.50575,7.9,7.85,83.8
L3,L371,ACACTO,11.1,M,M,96.72,1.51,2.31,0.8,4.74,4.39,4.57,16.36,16.33,0.02,5.20215,8.7,8.71,490.4
L3,L371,ACACTO,10.1,,b,80.08,1.51,2.31,0.8,4.74,4.39,4.57,16.36,16.33,0.02,5.20215,8.7,8.71,436.9
L3,L371,ACACTO,8.5,,b,56.72,1.51,2.31,0.8,4.74,4.39,4.57,16.36,16.33,0.02,5.20215,8.7,8.71,351.3
L3,L371,ACACTO,10.5,,b,86.55,1.51,2.31,0.8,4.74,4.39,4.57,16.36,16.33,0.02,5.20215,8.7,8.71,458.3
L3,L371,ACACTO,2.3,M,M,4.15,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,19.6
L3,L371,ACACTO,1.7,,b,2.27,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,-12.5
L3,L371,ACACTO,1.8,,b,2.54,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,-7.2
L3,L371,ACACTO,4.5,M,M,15.90,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,137.3
L3,L371,ACACTO,2.5,,b,4.91,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,30.3
L3,L371,ACACTO,2.5,,b,4.91,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,30.3
L3,L371,ACACTO,2.3,,b,4.15,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,19.6
L3,L371,ACACTO,3.3,,b,8.55,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,73.1
L3,L371,ACACTO,1.9,,b,2.83,0.3,1,0.7,1.43,1.32,1.38,1.48,1.48,0,0.4719,0.7,0.69,-1.8
L3,L371,ACACTO,4.4,M,M,15.20,0.3,1.62,1.32,2.44,2.23,2.34,4.28,4.27,0.01,1.3603,3.8,3.76,132.0
L3,L371,ACACTO,3.3,,b,8.55,0.3,1.62,1.32,2.44,2.23,2.34,4.28,4.27,0.01,1.3603,3.8,3.76,73.1
L3,L371,ACACTO,2.6,,b,5.31,0.3,1.62,1.32,2.44,2.23,2.34,4.28,4.27,0.01,1.3603,3.8,3.76,35.6
L3,L371,ACACTO,2.4,,b,4.52,0.3,1.62,1.32,2.44,2.23,2.34,4.28,4.27,0.01,1.3603,3.8,3.76,24.9
L3,L371,ACACTO,17.9,M,M,251.52,0.8,4.02,3.22,6.42,5.55,5.99,28.12,27.97,0.15,8.90775,60.0,60.04,854.3
L3,L371,ACACTO,13.3,,b,138.86,0.8,4.02,3.22,6.42,5.55,5.99,28.12,27.97,0.15,8.90775,60.0,60.04,608.2
L3,L371,ACACTO,6.5,,b,33.17,0.8,4.02,3.22,6.42,5.55,5.99,28.12,27.97,0.15,8.90775,60.0,60.04,244.3
L3,L371,ACACTO,2.5,M,M,4.91,0.4,1.59,1.19,1.7,1.82,1.76,2.43,2.43,0,0.7735,1.9,1.93,30.3
L3,L371,ACACTO,1.5,,b,1.77,0.4,1.59,1.19,1.7,1.82,1.76,2.43,2.43,0,0.7735,1.9,1.93,-23.2
L3,L371,ACACTO,2.3,,b,4.15,0.4,1.59,1.19,1.7,1.82,1.76,2.43,2.43,0,0.7735,1.9,1.93,19.6
L3,L371,ACACTO,1.9,,b,2.83,0.4,1.59,1.19,1.7,1.82,1.76,2.43,2.43,0,0.7735,1.9,1.93,-1.8
L3,L372,ACACTO,2.4,M,M,4.52,0.45,1,0.55,1.92,1.8,1.86,2.72,2.71,0,0.864,1.0,0.99,24.9
L3,L372,ACACTO,2.3,,b,4.15,0.45,1,0.55,1.92,1.8,1.86,2.72,2.71,0,0.864,1.0,0.99,19.6
L3,L372,ACACTO,5.6,M,M,24.62,0.65,1.99,1.34,3.95,3.64,3.8,11.31,11.29,0.02,3.5945,10.1,10.08,196.2
L3,L372,ACACTO,4.6,,b,16.61,0.65,1.99,1.34,3.95,3.64,3.8,11.31,11.29,0.02,3.5945,10.1,10.08,142.7
L3,L372,ACACTO,4.4,,b,15.20,0.65,1.99,1.34,3.95,3.64,3.8,11.31,11.29,0.02,3.5945,10.1,10.08,132.0
L3,L372,ACACTO,2.7,,b,5.72,0.65,1.99,1.34,3.95,3.64,3.8,11.31,11.29,0.02,3.5945,10.1,10.08,41.0
L3,L373,ACACTO,30.6,M,M,735.04,1.61,7.05,5.44,7.92,7.64,7.78,47.51,47.5,0.02,15.1272,172.3,172.26,1533.8
L3,L375,ACACTO,4.5,M,M,15.90,0.4,1.77,1.37,2.64,2.3,2.47,4.79,4.77,0.02,1.518,4.4,4.35,137.3
L3,L375,ACACTO,3.7,,b,10.75,0.4,1.77,1.37,2.64,2.3,2.47,4.79,4.77,0.02,1.518,4.4,4.35,94.5
L3,L375,ACACTO,2.6,,b,5.31,0.4,1.77,1.37,2.64,2.3,2.47,4.79,4.77,0.02,1.518,4.4,4.35,35.6
L3,L375,ACACTO,2.4,,b,4.52,0.4,1.77,1.37,2.64,2.3,2.47,4.79,4.77,0.02,1.518,4.4,4.35,24.9
