cond;plot;subplot;species;n_ind;caract
non-invaded;21;4;Smi_camp ;1;len
non-invaded;21;4;Myr_palu;5;len
non-invaded;21;4;Vri_frib;0;nlen
non-invaded;21;4;Ple_lepi;0;nlen
non-invaded;21;4;Cle_libo;0;nlen
non-invaded;21;4;Cyr_flav;0;nlen
non-invaded;21;4;C68;0;nlen
non-invaded;22;1;Ouratea;2;len
non-invaded;22;1;Ple_lepi;0;nlen
non-invaded;22;1;Cyr_flav;0;nlen
non-invaded;22;1;Vri_frib;0;nlen
non-invaded;22;2;Gay_bras;3;len
non-invaded;22;2;Psi_catt;1;len
non-invaded;22;2;C43;0;nlen
non-invaded;22;2;Ple_lepi;0;nlen
non-invaded;22;2;Vri_frib;0;nlen
non-invaded;22;2;Cyr_flav;0;nlen
non-invaded;22;2;Dyc_ench;0;nlen
non-invaded;22;3;Ouratea;8;len
non-invaded;22;3;Dav_rugo;1;len
non-invaded;22;3;Gay_bras;2;len
non-invaded;22;3;Bac_drac ;1;len
non-invaded;22;3;Smi_camp ;1;len
non-invaded;22;3;C5;0;nlen
non-invaded;22;3;Dyc_ench;0;nlen
non-invaded;22;3;Ser_lati;0;nlen
non-invaded;22;3;Cle_libo;0;nlen
non-invaded;22;3;Ple_lepi;0;nlen
non-invaded;22;3;Vri_frib;0;nlen
non-invaded;22;4;Dav_rugo;1;len
non-invaded;22;4;Smi_camp ;2;len
non-invaded;22;4;Gay_bras;3;len
non-invaded;22;4;Ouratea;1;len
non-invaded;22;4;Dyc_ench;0;nlen
non-invaded;22;4;Ple_lepi;0;nlen
non-invaded;22;4;C43;0;nlen
non-invaded;22;4;Cyr_flav;0;nlen
non-invaded;22;4;Pte_arac;0;nlen
non-invaded;22;4;C68;0;nlen
non-invaded;23;1;Gay_bras;7;len
non-invaded;23;1;Smi_camp ;1;len
non-invaded;23;1;Rum_adia;0;nlen
non-invaded;23;1;Dio_radu;0;nlen
non-invaded;23;1;C84;0;nlen
non-invaded;23;1;C85;0;nlen
non-invaded;23;2;Gay_bras;4;len
non-invaded;23;2;Vit_mont;2;len
non-invaded;23;2;Smi_camp ;1;len
non-invaded;23;2;Ouratea;1;len
non-invaded;23;2;Myr_sple;2;len
non-invaded;23;2;Bac_drac ;1;len
non-invaded;23;2;C5;0;nlen
non-invaded;23;2;Dio_radu;0;nlen
non-invaded;23;2;C86;0;nlen
non-invaded;23;3;Smi_camp ;3;len
non-invaded;23;3;Gay_bras;1;len
non-invaded;23;3;Myr_sple;1;len
non-invaded;23;3;Vri_frib;0;nlen
non-invaded;23;3;Pep_glab;0;nlen
non-invaded;23;4;Ouratea;5;len
non-invaded;23;4;Gay_bras;6;len
non-invaded;23;4;Myr_sple;4;len
non-invaded;23;4;Bac_drac ;1;len
non-invaded;23;4;Smi_camp ;2;len
non-invaded;23;4;C87;1;len
non-invaded;23;4;Vri_frib;0;nlen
non-invaded;23;4;Dio_radu;0;nlen
non-invaded;23;4;C85;0;nlen
non-invaded;24;1;Gay_bras;3;len
non-invaded;24;1;Smi_camp ;1;len
non-invaded;24;1;Ple_lepi;0;nlen
non-invaded;24;1;Cyr_flav;0;nlen
non-invaded;24;1;Dyc_ench;0;nlen
non-invaded;24;2;Smi_camp ;8;len
non-invaded;24;2;Epi_fulg;0;nlen
non-invaded;24;2;Ple_lepi;0;nlen
non-invaded;24;2;Dio_radu;0;nlen
non-invaded;24;2;C43;0;nlen
non-invaded;24;3;Smi_camp ;3;len
non-invaded;24;3;Dod_visc;1;len
non-invaded;24;3;C43;0;nlen
non-invaded;24;3;Ple_lepi;0;nlen
non-invaded;24;3;Vri_frib;0;nlen
non-invaded;24;3;C42;0;nlen
non-invaded;24;4;Gay_bras;2;len
non-invaded;24;4;Smi_camp ;15;len
non-invaded;24;4;Vit_mont;1;len
non-invaded;24;4;Ple_lepi;0;nlen
non-invaded;24;4;C42;0;nlen
non-invaded;24;4;Epi_fulg;0;nlen
non-invaded;24;4;C68;0;nlen
non-invaded;24;4;C43;0;nlen
non-invaded;25;1;Smi_camp ;8;len
non-invaded;25;1;Ouratea;4;len
non-invaded;25;1;C5;0;nlen
non-invaded;25;1;Cyr_flav;0;nlen
non-invaded;25;1;Vri_frib;0;nlen
non-invaded;25;1;Ple_lepi;0;nlen
non-invaded;25;1;C42;0;nlen
non-invaded;25;1;C43;0;nlen
non-invaded;25;2;Bac_drac ;1;len
non-invaded;25;2;Smi_camp ;12;len
non-invaded;25;2;Gay_bras;3;len
non-invaded;25;2;Ouratea;1;len
non-invaded;25;2;Epi_fulg;0;nlen
non-invaded;25;2;Ple_lepi;0;nlen
non-invaded;25;2;Cyr_flav;0;nlen
non-invaded;25;2;Rum_adia;0;nlen
non-invaded;25;2;Dio_radu;0;nlen
non-invaded;25;2;C43;0;nlen
non-invaded;25;2;C88;0;nlen
non-invaded;25;3;Ouratea;6;len
non-invaded;25;3;Vri_frib;0;nlen
non-invaded;25;3;Cyr_flav;0;nlen
non-invaded;25;3;Ple_lepi;0;nlen
non-invaded;25;4;Ouratea;3;len
non-invaded;25;4;Gay_bras;3;len
non-invaded;25;4;Smi_camp ;3;len
non-invaded;25;4;C43;0;nlen
non-invaded;25;4;Ple_lepi;0;nlen
non-invaded;25;4;Dyc_ench;0;nlen
non-invaded;25;4;Cyr_flav;0;nlen
non-invaded;25;4;Vri_frib;0;nlen
non-invaded;25;4;Epi_fulg;0;nlen
non-invaded;25;4;Pte_arac;0;nlen
non-invaded;26;1;Bac_drac ;1;len
non-invaded;26;1;Smi_camp ;5;len
non-invaded;26;1;Gay_bras;1;len
non-invaded;26;1;Vit_mont;2;len
non-invaded;26;1;Cyr_flav;0;nlen
non-invaded;26;1;Dio_radu;0;nlen
non-invaded;26;1;C42;0;nlen
non-invaded;26;1;C68;0;nlen
non-invaded;26;1;C43;0;nlen
non-invaded;26;1;Ple_lepi;0;nlen
non-invaded;26;1;Pte_arac;0;nlen
non-invaded;26;2;Gay_bras;3;len
non-invaded;26;2;Smi_camp ;8;len
non-invaded;26;2;Vit_mont;1;len
non-invaded;26;2;Dio_radu;0;nlen
non-invaded;26;2;Pte_arac;0;nlen
non-invaded;26;2;C42;0;nlen
non-invaded;26;2;C43;0;nlen
non-invaded;26;2;C89;0;nlen
non-invaded;26;2;Ple_lepi;0;nlen
non-invaded;26;2;Epi_fulg;0;nlen
non-invaded;26;2;C68;0;nlen
non-invaded;26;3;Vit_mont;2;len
non-invaded;26;3;Smi_camp ;2;len
non-invaded;26;3;C5;0;nlen
non-invaded;26;3;Epi_fulg;0;nlen
non-invaded;26;3;Ple_lepi;0;nlen
non-invaded;26;3;C43;0;nlen
non-invaded;26;3;Vri_frib;0;nlen
non-invaded;26;4;Smi_camp ;2;len
non-invaded;26;4;Vit_mont;2;len
non-invaded;26;4;Gay_bras;3;len
non-invaded;26;4;Ple_lepi;0;nlen
non-invaded;26;4;Dyc_ench;0;nlen
non-invaded;26;4;Cyr_flav;0;nlen
non-invaded;26;4;C5;0;nlen
non-invaded;26;4;C43;0;nlen
non-invaded;26;4;C42;0;nlen
non-invaded;26;4;C89;0;nlen
non-invaded;26;4;Epi_fulg;0;nlen
non-invaded;26;4;C68;0;nlen
non-invaded;27;1;Smi_camp ;9;len
non-invaded;27;1;Gay_bras;1;len
non-invaded;27;1;Ouratea;11;len
non-invaded;27;1;C43;0;nlen
non-invaded;27;1;Dio_radu;0;nlen
non-invaded;27;1;C68;0;nlen
non-invaded;27;1;C8;0;nlen
non-invaded;27;2;Ouratea;4;len
non-invaded;27;2;Vit_mont;2;len
non-invaded;27;2;Gay_bras;2;len
non-invaded;27;2;Bac_drac ;2;len
non-invaded;27;2;Smi_camp ;17;len
non-invaded;27;2;C43;0;nlen
non-invaded;27;2;Dio_radu;0;nlen
non-invaded;27;2;C68;0;nlen
non-invaded;27;2;C8;0;nlen
non-invaded;27;2;C90;0;nlen
non-invaded;27;2;C91;0;nlen
non-invaded;27;3;Ouratea;3;len
non-invaded;27;3;Ile_thee;1;len
non-invaded;27;3;Vri_frib;0;nlen
non-invaded;27;3;Ple_lepi;0;nlen
non-invaded;27;3;Pte_arac;0;nlen
non-invaded;27;3;C43;0;nlen
non-invaded;27;3;Rum_adia;0;nlen
non-invaded;27;4;Smi_camp ;23;len
non-invaded;27;4;Gay_bras;9;len
non-invaded;27;4;Ple_lepi;0;nlen
non-invaded;27;4;Dio_radu;0;nlen
non-invaded;27;4;Dyc_ench;0;nlen
non-invaded;27;4;C43;0;nlen
non-invaded;27;4;C68;0;nlen
non-invaded;28;1;Smi_camp ;13;len
non-invaded;28;1;Gay_bras;6;len
non-invaded;28;1;Tib_urvi;1;len
non-invaded;28;1;C43;0;nlen
non-invaded;28;1;C92;0;nlen
non-invaded;28;1;C42;0;nlen
non-invaded;28;1;Dio_radu;0;nlen
non-invaded;28;2;Tib_urvi;3;len
non-invaded;28;2;Vit_mont;1;len
non-invaded;28;2;Smi_camp ;3;len
non-invaded;28;2;Gay_bras;5;len
non-invaded;28;2;C43;0;nlen
non-invaded;28;2;C68;0;nlen
non-invaded;28;2;C93;0;nlen
non-invaded;28;2;Seb_corn;0;nlen
non-invaded;28;2;Vri_frib;0;nlen
non-invaded;28;3;Ouratea;7;len
non-invaded;28;3;Ile_thee;1;len
non-invaded;28;3;Ple_lepi;0;nlen
non-invaded;28;3;Dyc_ench;0;nlen
non-invaded;28;3;Cyr_flav;0;nlen
non-invaded;28;3;Dio_radu;0;nlen
non-invaded;28;3;Vri_frib;0;nlen
non-invaded;28;3;Rum_adia;0;nlen
non-invaded;28;3;Ser_lati;0;nlen
non-invaded;28;4;Smi_camp ;2;len
non-invaded;28;4;Ouratea;3;len
non-invaded;28;4;Ile_dumo;2;len
non-invaded;28;4;Gay_bras;1;len
non-invaded;28;4;C94;2;len
non-invaded;28;4;Ple_lepi;0;nlen
non-invaded;28;4;Dio_radu;0;nlen
non-invaded;28;4;Cyr_flav;0;nlen
non-invaded;28;4;Vri_frib;0;nlen
non-invaded;28;4;Pep_glab;0;nlen
non-invaded;28;4;Ser_lati;0;nlen
non-invaded;29;1;Ouratea;4;len
non-invaded;29;1;Smi_camp ;17;len
non-invaded;29;1;Gay_bras;4;len
non-invaded;29;1;Bac_drac ;1;len
non-invaded;29;1;Dio_radu;0;nlen
non-invaded;29;1;Ple_lepi;0;nlen
non-invaded;29;1;C43;0;nlen
non-invaded;29;2;Smi_camp ;18;len
non-invaded;29;2;Ouratea;1;len
non-invaded;29;2;Vit_mont;1;len
non-invaded;29;2;Dio_radu;0;nlen
non-invaded;29;2;C43;0;nlen
non-invaded;29;2;C95;0;nlen
non-invaded;29;2;C96;0;nlen
non-invaded;29;3;Vit_mont;1;len
non-invaded;29;3;Gay_bras;7;len
non-invaded;29;3;Vri_frib;0;nlen
non-invaded;29;3;Ple_lepi;0;nlen
non-invaded;29;3;Dio_radu;0;nlen
non-invaded;29;3;C43;0;nlen
non-invaded;29;4;Gua_oppo;1;len
non-invaded;29;4;Ouratea;1;len
non-invaded;29;4;Smi_camp ;1;len
non-invaded;29;4;Vri_frib;0;nlen
non-invaded;29;4;Ple_lepi;0;nlen
non-invaded;30;1;Smi_camp ;9;len
non-invaded;30;1;Gay_bras;5;len
non-invaded;30;1;Vit_mont;1;len
non-invaded;30;1;Dio_radu;0;nlen
non-invaded;30;1;C43;0;nlen
non-invaded;30;1;C96;0;nlen
non-invaded;30;1;C42;0;nlen
non-invaded;30;2;Smi_camp ;4;len
non-invaded;30;2;Gay_bras;6;len
non-invaded;30;2;Dio_radu;0;nlen
non-invaded;30;2;C43;0;nlen
non-invaded;30;2;C97;0;nlen
non-invaded;30;3;Vit_mont;1;len
non-invaded;30;3;Smi_camp ;2;len
non-invaded;30;3;Gay_bras;7;len
non-invaded;30;3;Myr_sple;1;len
non-invaded;30;3;Dio_radu;0;nlen
non-invaded;30;4;Gay_bras;4;len
non-invaded;30;4;Smi_camp ;4;len
non-invaded;30;4;Vit_mont;2;len
non-invaded;30;4;C43;0;nlen
non-invaded;30;4;Cyr_flav;0;nlen
non-invaded;30;4;Dio_radu;0;nlen
non-invaded;30;4;Ple_lepi;0;nlen
non-invaded;30;4;Epi_fulg;0;nlen
invaded;1;1;Ouratea;9;len
invaded;1;1;Gay_bras;4;len
invaded;1;1;Dyc_ench;0;nlen
invaded;1;1;Rum_adia;0;nlen
invaded;1;1;Cyr_flav;0;nlen
invaded;1;2;C98;0;nlen
invaded;1;2;Rum_adia;0;nlen
invaded;1;2;Pep_glab;0;nlen
invaded;1;2;Ple_lepi;0;nlen
invaded;1;2;Tel_serr;0;nlen
invaded;1;2;Vri_frib;0;nlen
invaded;1;3;Ouratea;1;len
invaded;1;3;Per_glab;1;len
invaded;1;3;Ser_lati;0;nlen
invaded;1;3;Rum_adia;0;nlen
invaded;1;3;Pep_glab;0;nlen
invaded;1;3;Coc_lanc;0;nlen
invaded;1;3;Sin_doug;0;nlen
invaded;1;4;Gay_bras;1;len
invaded;1;4;Rum_adia;0;nlen
invaded;1;4;Coc_lanc;0;nlen
invaded;1;4;C98;0;nlen
invaded;1;4;Vri_frib;0;nlen
invaded;1;4;Tel_serr;0;nlen
invaded;2;1;Smi_camp ;3;len
invaded;2;1;Tel_serr;0;nlen
invaded;2;1;Ple_lepi;0;nlen
invaded;2;2;Eug_cath;1;len
invaded;2;2;Oco_pulc;1;len
invaded;2;2;C100;2;len
invaded;2;2;Gay_bras;5;len
invaded;2;2;Smi_camp ;5;len
invaded;2;2;Vit_mont;2;len
invaded;2;2;Ouratea;1;len
invaded;2;2;C101;2;len
invaded;2;2;Tel_serr;0;nlen
invaded;2;2;Ple_lepi;0;nlen
invaded;2;3;Gay_bras;22;len
invaded;2;3;Ouratea;2;len
invaded;2;3;Smi_camp ;1;len
invaded;2;3;Vit_mont;1;len
invaded;2;3;Dio_radu;0;nlen
invaded;2;3;Ple_lepi;0;nlen
invaded;2;3;Ser_lati;0;nlen
invaded;2;3;Tel_serr;0;nlen
invaded;2;4;Vit_mont;2;len
invaded;2;4;Smi_camp ;1;len
invaded;2;4;Ple_lepi;0;nlen
invaded;3;1;Eug_cath;1;len
invaded;3;1;Gay_bras;16;len
invaded;3;1;Smi_camp ;9;len
invaded;3;1;Vit_mont;1;len
invaded;3;1;Ple_lepi;0;nlen
invaded;3;1;C102;0;nlen
invaded;3;1;C103;0;nlen
invaded;3;2;Smi_camp ;2;len
invaded;3;2;Vit_mont;1;len
invaded;3;2;Pte_arac;0;nlen
invaded;3;2;Dio_radu;0;nlen
invaded;3;3;Smi_camp ;2;len
invaded;3;3;Gay_bras;4;len
invaded;3;3;Ple_lepi;0;nlen
invaded;3;4;Vit_mont;3;len
invaded;3;4;Eug_cath;1;len
invaded;3;4;Smi_camp ;3;len
invaded;3;4;C104;1;len
invaded;3;4;Ple_lepi;0;nlen
invaded;3;4;Epi_fulg;0;nlen
invaded;4;1;Smi_camp ;6;len
invaded;4;1;Ouratea;2;len
invaded;4;1;Cyr_flav;0;nlen
invaded;4;1;Ple_lepi;0;nlen
invaded;4;1;Vri_frib;0;nlen
invaded;4;1;Dio_radu;0;nlen
invaded;4;2;Myr_palu;1;len
invaded;4;2;Smi_camp ;1;len
invaded;4;2;Gay_bras;2;len
invaded;4;2;Dio_radu;0;nlen
invaded;4;2;Ple_lepi;0;nlen
invaded;4;2;Tel_serr;0;nlen
invaded;4;2;Vri_frib;0;nlen
invaded;4;3;Gay_bras;2;len
invaded;4;3;Smi_camp ;2;len
invaded;4;3;Ouratea;1;len
invaded;4;3;Rum_adia;0;nlen
invaded;4;3;Pte_arac;0;nlen
invaded;4;3;Vri_frib;0;nlen
invaded;4;3;Ple_lepi;0;nlen
invaded;4;4;Myr_palu;2;len
invaded;4;4;Gay_bras;4;len
invaded;4;4;Ouratea;3;len
invaded;4;4;Cyr_flav;0;nlen
invaded;4;4;Ple_lepi;0;nlen
invaded;4;4;Dio_radu;0;nlen
invaded;4;4;Vri_frib;0;nlen
invaded;5;1;Ouratea;1;len
invaded;5;1;Smi_camp ;7;len
invaded;5;1;Tel_serr;0;nlen
invaded;5;1;Vri_frib;0;nlen
invaded;5;1;Ple_lepi;0;nlen
invaded;5;2;Vit_mont;4;len
invaded;5;2;Smi_camp ;8;len
invaded;5;2;Gay_bras;1;len
invaded;5;2;C43;0;nlen
invaded;5;3;Smi_camp ;15;len
invaded;5;3;Vit_mont;2;len
invaded;5;3;C43;0;nlen
invaded;5;3;Pte_arac;0;nlen
invaded;5;4;Smi_camp ;11;len
invaded;5;4;Vit_mont;2;len
invaded;5;4;Tel_serr;0;nlen
invaded;5;4;Ple_lepi;0;nlen
invaded;5;4;Dio_radu;0;nlen
invaded;5;4;Epi_fulg;0;nlen
invaded;6;1;Smi_camp ;10;len
invaded;6;1;Pte_arac;0;nlen
invaded;6;1;C43;0;nlen
invaded;6;1;C105;0;nlen
invaded;6;2;Ouratea;1;len
invaded;6;2;Smi_camp ;10;len
invaded;6;2;C43;0;nlen
invaded;6;2;Pte_arac;0;nlen
invaded;6;2;Tel_serr;0;nlen
invaded;6;3;Smi_camp ;10;len
invaded;6;3;Ouratea;1;len
invaded;6;3;Vit_mont;1;len
invaded;6;3;C43;0;nlen
invaded;6;3;Dio_radu;0;nlen
invaded;6;4;Ouratea;4;len
invaded;6;4;Smi_camp ;4;len
invaded;6;4;Vit_mont;1;len
invaded;6;4;Vri_frib;0;nlen
invaded;6;4;Ple_lepi;0;nlen
invaded;6;4;Tel_serr;0;nlen
invaded;7;1;Smi_camp ;6;len
invaded;7;1;Vit_mont;2;len
invaded;7;1;Epi_fulg;0;nlen
invaded;7;1;C43;0;nlen
invaded;7;2;Smi_camp ;4;len
invaded;7;2;Vit_mont;1;len
invaded;7;2;Gay_bras;10;len
invaded;7;2;C43;0;nlen
invaded;7;2;Ple_lepi;0;nlen
invaded;7;3;Smi_camp ;4;len
invaded;7;3;Vit_mont;1;len
invaded;7;3;Gay_bras;12;len
invaded;7;3;Bac_drac ;1;len
invaded;7;3;Ple_lepi;0;nlen
invaded;7;3;C43;0;nlen
invaded;7;4;Ouratea;1;len
invaded;7;4;Smi_camp ;6;len
invaded;7;4;Gay_bras;14;len
invaded;7;4;Ple_lepi;0;nlen
invaded;8;1;Ouratea;6;len
invaded;8;1;Smi_camp ;1;len
invaded;8;1;Gay_bras;2;len
invaded;8;1;Rum_adia;0;nlen
invaded;8;1;Vri_frib;0;nlen
invaded;8;1;Ple_lepi;0;nlen
invaded;8;2;Smi_camp ;3;len
invaded;8;2;Gay_bras;3;len
invaded;8;2;Ple_lepi;0;nlen
invaded;8;2;Vri_frib;0;nlen
invaded;8;2;Cyr_flav;0;nlen
invaded;8;3;C106;2;len
invaded;8;3;Gay_bras;4;len
invaded;8;3;Ple_lepi;0;nlen
invaded;8;3;Vri_frib;0;nlen
invaded;8;3;Cyr_flav;0;nlen
invaded;8;3;C107;0;nlen
invaded;8;4;Ouratea;1;len
invaded;8;4;Ple_lepi;0;nlen
invaded;8;4;Dio_radu;0;nlen
invaded;9;1;Smi_camp ;3;len
invaded;9;1;Gay_bras;7;len
invaded;9;1;C108;0;nlen
invaded;9;2;Eug_cath;2;len
invaded;9;2;Ouratea;1;len
invaded;9;2;Gay_bras;4;len
invaded;9;2;Smi_camp ;4;len
invaded;9;2;Ple_lepi;0;nlen
invaded;9;2;C108;0;nlen
invaded;9;3;Smi_camp ;1;len
invaded;9;3;Gay_bras;1;len
invaded;9;3;Dav_rugo;1;len
invaded;9;3;Pte_arac;0;nlen
invaded;9;3;Tel_serr;0;nlen
invaded;9;4;Smi_camp ;5;len
invaded;9;4;Gay_bras;12;len
invaded;9;4;C42;0;nlen
invaded;9;4;Dio_radu;0;nlen
invaded;9;4;C108;0;nlen
invaded;10;1;Smi_camp ;13;len
invaded;10;1;Gay_bras;1;len
invaded;10;1;C43;0;nlen
invaded;10;2;Gay_bras;1;len
invaded;10;2;Smi_camp ;3;len
invaded;10;3;Gay_bras;5;len
invaded;10;3;Smi_camp ;2;len
invaded;10;3;C43;0;nlen
invaded;10;3;Dio_radu;0;nlen
invaded;10;4;Gay_bras;3;len
invaded;10;4;Smi_camp ;8;len
invaded;10;4;Vit_mont;2;len
invaded;10;4;C108;0;nlen
invaded;10;4;Dio_radu;0;nlen
invaded;10;4;Pte_arac;0;nlen
invaded;11;1;C109;1;len
invaded;11;1;Tel_serr;0;nlen
invaded;11;2;Tel_serr;0;nlen
invaded;11;3;Ouratea;1;len
invaded;11;3;Eug_cath;1;len
invaded;11;3;Tel_serr;0;nlen
invaded;11;3;Vri_frib;0;nlen
invaded;11;3;Mic_vacc;0;nlen
invaded;11;4;C109;1;len
invaded;11;4;Tel_serr;0;nlen
invaded;11;4;C110;0;nlen
invaded;12;1;Clu_criu;1;len
invaded;12;1;C109;1;len
invaded;12;1;Mic_vacc;0;nlen
invaded;12;1;Tel_serr;0;nlen
invaded;12;2;Tel_serr;0;nlen
invaded;12;2;Rum_adia;0;nlen
invaded;12;2;Vri_frib;0;nlen
invaded;12;2;Pep_glab;0;nlen
invaded;12;3;C109;1;len
invaded;12;3;C112;1;len
invaded;12;3;Tel_serr;0;nlen
invaded;12;3;Pep_glab;0;nlen
invaded;12;3;Mic_vacc;0;nlen
invaded;12;3;C113;0;nlen
invaded;12;4;C109;1;len
invaded;12;4;Tel_serr;0;nlen
invaded;12;4;Rum_adia;0;nlen
invaded;12;4;Mic_vacc;0;nlen
invaded;13;1;Tel_serr;0;nlen
invaded;13;2;Tel_serr;0;nlen
invaded;13;3;Tel_serr;0;nlen
invaded;13;4;Tel_serr;0;nlen
invaded;14;1;Tel_serr;0;nlen
invaded;14;2;Tel_serr;0;nlen
invaded;14;2;C113;0;nlen
invaded;14;3;Tel_serr;0;nlen
invaded;14;3;Rum_adia;0;nlen
invaded;14;4;Tel_serr;0;nlen
invaded;15;1;Tel_serr;0;nlen
invaded;15;2;C120;1;len
invaded;15;2;Tel_serr;0;nlen
invaded;15;3;Tel_serr;0;nlen
invaded;15;3;C113;0;nlen
invaded;15;3;C121;0;nlen
invaded;15;4;Eug_cath;2;len
invaded;15;4;Tel_serr;0;nlen
invaded;16;1;Tel_serr;0;nlen
invaded;16;2;Tel_serr;0;nlen
invaded;16;3;0;0;0
invaded;16;4;Tel_serr;0;nlen
invaded;17;1;Tib_urvi;1;len
invaded;17;1;C125;1;len
invaded;17;1;C8;0;nlen
invaded;17;1;Tel_serr;0;nlen
invaded;17;2;C129;2;len
invaded;17;2;Gay_bras;2;len
invaded;17;2;Psi_catt;1;len
invaded;17;2;C130;0;nlen
invaded;17;2;C8;0;nlen
invaded;17;3;Tel_serr;0;nlen
invaded;17;3;C8;0;nlen
invaded;17;3;C130;0;nlen
invaded;17;4;C125;1;len
invaded;17;4;C8;0;nlen
invaded;17;4;C130;0;nlen
invaded;18;1;C131;1;len
invaded;18;1;Eug_cath;1;len
