ident,web,state,trec3,noman2,protect2,restore2,wnoman2,wprotect2,wrestore2,women,spend2,polview2,seeind2,nepind2,gccind2
1127,0,1,1,3,4,4,3,3,4,0,1,4,0,4.3333335,5
1128,0,1,5,1,5,5,1,5,5,1,1,,1.5,4.1111112,5
1129,0,1,1,3,4,4,4,4,4,1,.5,4,0,3.5555556,2
1130,0,2,5,,4,5,,4,5,1,1,4,2,4.1111112,5
1131,0,1,2,3,3,3,3,4,5,1,1,4,2,4,2.5
1132,0,2,2,5,4,4,4,4,4,1,,2,2.5,,
1133,0,1,5,4,2,2,2,2,2,0,0,4,3,,3
1134,0,1,5,2,5,5,2,5,5,1,.5,7,3,4.3333335,5
1135,0,2,5,1,1,4,1,1,4,0,0,1,2,2.1111112,
1136,0,1,2,2,4,5,3,3,3,1,.5,4,3,3.2222223,3
1137,0,1,3,3,3,3,4,3,2,0,0,4,2,3.5555556,3
1138,0,1,2,2,5,4,2,4,3,1,.5,5,2.5,4.2222223,5
1139,0,1,4,2,4,4,3,3,3,0,1,4,2,3.1111112,2.5
1140,0,1,5,2,4,4,2,4,4,0,0,4,2,3.5555556,4.5
1141,0,1,5,1,5,5,1,5,5,0,1,3,1.5,4.2222223,5
1142,0,3,1,3,3,3,3,3,3,0,0,,0,2.7777777,1
1143,0,3,5,3,4,4,3,4,4,1,.5,5,0,2.7777777,3
1145,0,3,4,1,2,5,5,2,5,0,0,1,3,3.6666667,1
1146,0,3,3,2,4,4,1,4,4,0,0,1,2.5,2.8888888,3
1147,0,3,2,2,5,5,1,4,4,1,1,6,2,4.1111112,5
1148,0,3,5,2,4,4,1,4,4,1,.5,4,1,2.8888888,5
1149,0,3,5,3,3,4,2,2,2,0,1,4,2,3.4444444,4.5
1150,0,3,2,3,4,4,2,4,4,1,.5,2,2.5,2.8888888,3.5
1151,0,3,5,3,4,4,3,4,4,0,.5,4,3,3.5555556,5
1152,0,3,1,3,4,5,3,4,4,1,0,4,1.5,3.1111112,
1153,0,1,5,2,4,5,2,5,4,1,1,3,2.5,3.7777777,4.5
1154,0,1,1,3,3,3,3,3,3,1,0,,,3,
1156,0,3,,3,3,3,3,3,3,,.5,4,1.5,3,3
1157,0,3,,,5,4,4,4,4,0,.5,1,,,2.5
1158,0,3,5,1,5,5,1,5,5,1,1,1,3,5,5
1159,0,3,1,,5,5,,5,5,0,1,6,2,3.7777777,
1160,0,3,4,3,4,4,4,3,3,0,1,2,2.5,2.3333333,1.5
1161,0,3,4,1,1,5,1,2,5,0,.5,3,3,2.2222223,2
1162,0,3,5,2,4,4,2,4,4,1,.5,6,,4,4.5
1163,0,2,5,,3,5,4,3,5,0,1,4,2.5,3,3
1164,0,2,4,,,5,1,,,1,.5,1,2,,2.5
1165,0,2,5,4,4,4,4,4,4,0,.5,2,2,2.7777777,2.5
1166,0,2,2,3,4,4,4,4,4,0,0,1,,2.7777777,2
1167,0,3,3,1,5,5,3,4,4,1,1,2,2,3.8888888,
1168,0,3,3,2,4,4,2,4,4,0,.5,2,2,4,4
1169,0,3,3,2,3,4,1,4,4,,1,5,,2.6666667,1.5
1170,0,3,2,3,3,3,3,3,3,0,.5,4,1.5,,3
1171,0,3,1,5,3,5,4,5,5,0,.5,4,0,3.6666667,3.5
1172,0,1,3,1,5,5,1,5,5,0,1,2,2,3.2222223,1
1173,0,3,3,4,4,4,4,4,4,1,.5,7,,3.6666667,5
1174,0,1,3,4,4,4,2,2,4,0,0,5,1.5,4.2222223,1.5
1176,0,1,2,3,2,2,3,3,3,0,0,2,0,3,3
1177,0,1,4,3,4,4,3,4,4,0,.5,4,2,3.1111112,2.5
1178,0,2,2,3,3,3,3,3,3,0,.5,,0,,4.5
1179,0,1,5,2,4,4,2,4,4,1,.5,1,2,2.4444444,2
1180,0,1,5,1,5,5,1,5,5,0,.5,4,2,3.2222223,3.5
1181,0,1,5,2,5,5,2,5,5,1,1,4,2,3.8888888,5
1182,0,1,3,2,5,5,2,1,5,0,0,2,2.5,2.4444444,2
1183,0,1,5,1,4,4,1,4,4,0,1,4,2,3.4444444,4.5
1184,0,2,5,3,4,3,2,2,2,0,1,2,2.5,3.4444444,2.5
1185,0,1,5,1,5,5,1,5,5,0,1,6,2.5,4.5555553,5
1187,0,3,5,5,3,3,5,2,2,0,0,2,2.5,3.1111112,2.5
1188,0,2,5,5,1,1,5,1,1,0,0,1,2.5,1.7777778,1
1189,0,2,4,3,4,,3,3,3,0,.5,3,3,3.1111112,3
1190,0,2,5,2,4,3,4,4,3,0,0,2,2,3.3333333,2
1191,0,1,5,1,4,4,1,4,4,1,1,4,2,3.5555556,5
1192,0,3,2,1,5,5,2,5,5,1,1,2,1.5,4.1111112,4.5
1193,0,3,1,5,4,5,3,4,4,0,.5,2,3,3.7777777,4
1194,0,2,5,3,3,3,3,2,3,0,.5,4,3,3.3333333,3.5
1195,0,2,3,4,3,3,1,2,1,0,0,2,2.5,2.8888888,1.5
1196,0,2,4,2,4,5,3,4,5,0,1,4,2.5,4.1111112,2.5
1197,0,2,1,3,3,3,3,3,3,1,.5,4,0,3,
1198,0,2,4,1,5,5,1,4,5,1,1,2,1.5,3.7777777,4
1199,0,1,5,3,,,4,2,2,0,0,2,3,3.4444444,1.5
1200,0,3,2,2,4,5,3,3,3,0,1,4,2.5,3.2222223,4.5
1201,0,3,5,1,5,5,1,4,3,0,1,6,3,4,5
1202,0,3,5,4,2,4,5,1,1,0,0,2,2.5,,1.5
1203,0,2,4,3,3,4,3,3,4,0,.5,5,2.5,3.1111112,3
1204,0,2,,2,4,4,3,3,3,0,.5,4,2.5,3.7777777,4
1205,0,3,5,2,4,4,2,4,4,0,1,7,3,4.6666665,5
1206,0,3,5,2,4,4,2,4,4,0,.5,3,2.5,2.7777777,3.5
1207,0,2,,4,5,5,5,5,5,,.5,4,1,3.7777777,5
1208,0,3,5,,,4,,,4,0,.5,2,1,3.8888888,3
1209,0,3,5,,,,,,,0,1,6,2,4.2222223,5
1210,0,3,5,,,,,,,0,.5,2,,4.1111112,3
1211,0,3,2,1,5,5,1,5,5,1,1,1,2,3.4444444,2
1212,0,3,2,4,4,3,3,3,3,0,.5,4,2.5,3.2222223,4.5
1214,0,1,5,2,3,4,2,4,4,0,.5,4,2.5,4.2222223,4
1215,0,3,5,4,4,4,2,2,4,0,.5,7,3,3.7777777,5
1216,0,1,1,4,4,4,3,3,3,1,.5,4,2,3.5555556,3.5
1217,0,1,3,2,5,5,2,5,5,1,1,6,2,4.2222223,5
1218,0,1,5,1,1,5,1,1,5,0,0,1,3,3,1
1219,0,1,,3,4,4,3,4,4,1,.5,4,.5,3.1111112,3
1220,0,1,5,1,3,5,1,2,5,0,1,3,2,3,5
1221,0,1,,3,3,3,1,1,1,0,.5,4,,2.7777777,3
1222,0,1,1,2,4,5,2,4,5,0,.5,4,0,3.2222223,1
1223,0,2,4,,4,4,,4,4,1,.5,3,1,4,5
1224,0,3,5,4,3,2,5,1,1,0,.5,6,3,4.2222223,5
1225,0,3,5,,,,,,,0,.5,4,2.5,3,3
1226,0,3,,3,4,4,2,4,4,1,1,2,2,3.4444444,3.5
1227,0,3,2,3,4,3,3,3,3,1,0,5,3,3.7777777,5
1228,0,3,3,3,4,3,,4,4,1,1,6,0,3.4444444,5
1229,0,3,4,3,4,4,4,4,4,0,0,1,2,3.1111112,1.5
1230,0,2,4,3,5,5,3,5,5,1,.5,4,1,3.6666667,3.5
1231,0,3,4,5,3,3,5,5,5,1,.5,2,3,2.2222223,
1232,0,3,2,2,4,5,2,4,4,1,.5,7,2,4,5
1233,0,3,3,3,3,3,3,3,3,0,1,4,1.5,,2
1234,0,2,3,2,4,4,2,4,3,0,.5,4,2.5,4,4.5
1235,0,2,4,2,4,4,2,4,4,0,0,3,2.5,3.1111112,4
1236,0,2,5,2,4,4,2,4,4,0,.5,2,3,3,4
1237,0,2,2,4,2,2,4,1,1,0,0,1,2,2.3333333,1
1238,0,2,2,,,,,,,0,.5,4,2,2.7777777,
1239,0,1,3,2,5,3,3,4,2,1,.5,,2.5,3.7777777,4
1240,0,1,5,2,4,4,3,4,4,0,.5,4,3,3.6666667,4.5
1241,0,3,1,2,2,2,2,2,2,0,0,2,.5,3.4444444,
1242,0,3,3,2,4,4,2,4,4,0,1,6,1.5,3.4444444,5
1243,0,1,5,2,5,5,1,5,5,1,1,1,1.5,3.1111112,2.5
1244,0,3,2,2,4,4,2,4,4,0,,,1.5,2.7777777,
1245,0,3,3,1,4,5,5,5,5,1,1,6,0,,4.5
1246,0,3,5,1,5,5,1,5,5,0,1,4,3,3.8888888,4.5
1247,0,3,1,2,4,4,2,4,4,0,.5,1,,3.5555556,3
1248,0,3,3,2,4,4,2,4,5,0,.5,4,1,3.7777777,5
1249,0,3,4,,5,5,,5,5,1,.5,,0,,1
1250,0,3,2,3,3,3,3,3,3,1,.5,4,1,2.4444444,1.5
1251,0,3,5,5,5,5,5,5,5,1,1,2,1,4.5555553,4
1252,0,3,4,3,4,4,2,4,4,0,.5,4,0,3.3333333,5
1253,0,3,5,2,5,5,2,5,5,0,1,4,2,3.6666667,4.5
1254,0,2,5,1,4,5,1,5,5,0,1,4,2.5,3.6666667,4.5
1256,0,3,2,3,3,3,3,3,3,0,.5,4,1.5,3.5555556,4
1258,0,1,5,1,5,5,1,5,5,0,.5,4,3,3.4444444,4.5
1259,0,3,5,1,5,5,1,5,5,0,1,7,3,4.3333335,5
1260,0,3,2,3,3,3,3,4,3,0,0,1,1,3,2
1261,0,2,4,1,4,4,1,4,4,1,1,5,1.5,3.2222223,3.5
1263,0,1,5,3,5,5,3,5,5,1,1,1,1,3.3333333,4.5
1264,0,2,3,2,4,4,3,3,3,0,.5,2,2.5,3.5555556,2.5
1265,0,3,5,5,5,5,1,5,5,0,.5,4,1,,4.5
1266,0,3,5,5,5,5,5,5,5,0,.5,4,2.5,3.4444444,4
1267,0,1,5,3,4,4,4,2,2,0,1,7,3,3.7777777,4.5
1268,0,1,5,2,5,4,4,3,3,0,.5,,1.5,2.5555556,2.5
1269,0,1,,3,4,5,4,4,4,0,.5,,1.5,2.8888888,4
1270,0,1,3,2,2,2,2,2,2,0,0,2,3,1.7777778,1.5
1271,0,2,2,1,4,4,1,4,4,0,.5,1,3,2.1111112,1
1272,0,3,5,2,4,5,2,4,5,0,0,2,3,2.1111112,1
1273,0,3,5,1,5,5,1,5,5,1,1,3,1.5,3.7777777,3.5
1274,0,3,3,3,4,3,3,4,3,0,0,4,,3.3333333,2.5
1275,0,3,5,2,4,4,2,4,4,0,1,4,0,3,3.5
1276,0,3,2,4,4,4,2,2,2,1,.5,2,2.5,3,2.5
1277,0,3,5,2,4,4,2,4,4,1,1,5,1,4.2222223,4.5
1278,0,3,4,1,5,5,1,4,4,0,.5,4,2,3.8888888,5
1279,0,3,5,4,4,4,3,3,3,1,.5,2,1.5,3.1111112,1.5
1280,0,3,3,,4,4,2,4,4,1,1,4,1.5,3.5555556,5
1281,0,3,1,3,3,3,3,3,3,1,,4,,2.8888888,3.5
1282,0,2,5,2,4,4,2,4,4,1,.5,5,3,3.8888888,4.5
1283,0,3,5,1,5,5,1,5,5,0,0,1,2.5,2.5555556,1
1284,0,3,3,4,2,4,4,2,2,1,.5,2,2.5,3.6666667,5
1285,0,3,5,2,4,4,2,4,4,0,1,4,1.5,4.1111112,4
1286,0,3,3,2,5,5,1,5,5,1,1,4,2.5,3.6666667,4.5
1287,0,3,5,1,4,5,1,4,5,0,.5,2,2,3.3333333,3
1288,0,3,2,3,3,2,2,2,2,1,.5,2,.5,3,3.5
1289,0,3,5,,5,,4,4,4,0,.5,2,,3.1111112,2.5
1290,0,3,5,1,5,5,1,5,5,0,1,1,3,3.4444444,4.5
1291,0,3,3,1,5,4,2,4,4,0,1,5,1.5,4.2222223,4.5
1292,0,3,1,2,4,4,2,4,4,1,1,6,2,4.2222223,4.5
1293,0,3,3,3,4,2,3,4,2,1,0,3,2.5,1.4444444,1.5
1294,0,3,5,3,5,5,3,3,3,0,.5,4,2,3.3333333,4
1295,0,3,3,2,5,5,2,4,4,1,.5,3,2,3.5555556,5
1296,0,3,1,1,5,5,1,4,4,0,0,2,0,,1
1297,0,3,4,2,4,4,4,2,2,1,.5,4,0,4,4.5
1298,0,3,,2,5,5,,5,5,0,.5,,2,3.3333333,4.5
1299,0,3,4,,,,,,,0,1,7,3,5,5
1300,0,3,3,4,4,4,4,4,4,1,.5,4,0,3.2222223,5
1301,0,3,5,2,4,4,5,5,5,0,.5,2,2,3.3333333,4.5
1302,0,3,4,2,4,4,2,4,4,1,1,7,2.5,3.7777777,5
1303,0,3,5,3,4,4,3,4,4,0,.5,2,1.5,2,1.5
1304,0,3,4,2,,4,1,,5,0,,2,2.5,1.7777778,1
1305,0,3,4,3,4,3,5,3,3,0,.5,2,1,2.5555556,1.5
1306,0,3,1,5,2,3,5,3,3,1,.5,4,2.5,3.6666667,3
1307,0,3,5,3,3,3,3,3,3,0,0,6,0,3.1111112,5
1308,0,1,1,5,5,5,5,4,5,1,1,4,3,3.3333333,5
1309,0,1,5,3,4,4,3,5,4,0,.5,6,3,3.3333333,5
1310,0,3,5,2,1,3,5,1,2,0,0,2,2,2.3333333,1
1311,0,3,5,1,4,4,1,4,4,1,.5,1,3,2.7777777,3
1312,0,1,,,,,,,,,,,2,,
1313,0,3,4,4,5,5,4,5,5,1,.5,4,3,3.6666667,5
1314,0,3,5,1,5,5,1,5,5,1,1,5,2.5,3.7777777,5
1315,0,3,2,3,3,3,3,3,3,0,1,4,1.5,3.4444444,3
1316,0,3,5,2,4,4,3,3,3,0,.5,2,2.5,3.5555556,2
1317,0,3,2,,5,5,,5,5,1,,4,,3,4
1318,0,3,2,3,3,3,4,5,4,0,1,,0,3.5555556,5
1319,0,3,3,2,4,4,2,4,4,1,.5,2,,3.2222223,4
1320,0,3,3,3,3,3,3,3,3,0,.5,2,2.5,,3
1321,0,3,5,3,5,5,3,5,5,1,,,3,3.3333333,
1322,0,3,4,3,4,4,3,3,3,0,.5,4,2,3.2222223,4.5
1323,0,3,5,1,3,5,1,5,5,0,1,2,3,4.3333335,5
1324,0,3,5,1,4,5,1,5,5,0,1,3,2.5,3.4444444,3
1325,0,3,2,2,4,4,2,4,4,1,.5,4,2.5,3,3.5
1326,0,3,5,3,4,4,1,1,1,0,.5,1,2,3.1111112,3
1327,0,3,5,4,4,5,4,3,5,0,1,3,0,4,5
1328,0,3,2,1,5,5,2,5,5,0,.5,3,2,4.2222223,4
1329,0,3,5,2,5,5,2,4,4,0,.5,2,3,3,4.5
1330,0,3,1,1,5,5,,5,5,1,.5,2,0,,5
1331,0,3,3,2,4,4,3,3,3,1,1,6,2.5,,5
1332,0,2,1,4,4,3,3,4,4,0,1,5,,3.7777777,4.5
1333,0,3,5,2,5,4,2,5,4,0,1,4,3,4.1111112,5
1334,0,3,2,5,5,5,5,5,5,1,1,,,3.6666667,
1335,0,3,5,5,,,5,,,0,0,,3,1.8888888,1.5
1336,0,3,5,3,3,4,3,3,4,0,0,4,2.5,3.1111112,4
1337,0,3,5,2,5,5,,4,3,0,1,6,2.5,3.5555556,5
1338,0,3,2,4,4,4,4,4,4,1,.5,,,2.4444444,3
1339,0,1,2,2,4,3,3,3,3,1,,,2.5,2.2222223,
1340,0,3,5,3,4,3,5,3,5,0,0,2,3,1.7777778,4
1341,0,3,,2,4,4,2,4,4,0,1,3,3,2.7777777,
1342,0,3,5,2,4,4,2,4,3,0,1,3,2.5,3.2222223,3
1343,0,3,3,4,4,4,1,3,5,1,.5,4,3,3.6666667,3.5
1344,0,3,4,3,4,3,3,4,3,1,1,3,0,2.7777777,4.5
1345,0,3,,2,5,5,2,4,4,0,1,4,1,3.2222223,3.5
1346,0,3,4,2,4,4,2,4,4,0,1,6,1.5,3.5555556,5
1347,0,2,3,4,3,2,4,3,2,0,.5,2,2.5,1.7777778,3
1348,0,3,5,5,5,5,5,5,5,0,0,1,,3,1
1349,0,3,5,,5,5,,4,4,1,.5,4,2,2.8888888,4.5
1350,0,3,1,3,3,3,3,3,3,0,.5,1,1,3.2222223,3
1351,0,3,5,2,4,5,2,4,5,0,1,2,1.5,2.6666667,4
1352,0,3,5,4,4,4,2,4,4,1,.5,1,3,3.6666667,4.5
1353,0,3,1,3,3,3,3,3,3,,.5,4,2,3.6666667,3
1354,0,3,3,1,5,5,1,5,5,0,.5,2,1,2.5555556,2
1355,0,3,5,1,5,5,1,5,5,0,1,4,3,4.1111112,4.5
1356,0,3,5,1,4,5,2,4,4,0,.5,6,2.5,4.6666665,5
1357,0,2,5,1,5,5,1,5,5,0,1,4,3,2.8888888,4.5
1358,0,3,5,,3,4,3,3,3,0,.5,7,3,3.2222223,4.5
1359,0,3,1,3,3,3,3,3,3,0,.5,7,0,3.7777777,3
1360,0,3,2,,,,,,,1,,,2,3.1111112,
1361,0,3,1,4,4,4,4,4,4,,1,,3,3.5555556,
1362,0,3,3,2,5,5,2,5,5,1,.5,4,2,4.5555553,5
1363,0,3,5,3,2,4,3,1,4,0,1,2,2,3,4
1364,0,3,,3,4,4,3,3,3,1,.5,2,1.5,3.2222223,2
1365,0,3,2,3,4,3,4,2,2,0,.5,2,2,3.3333333,4.5
1366,0,3,4,1,5,5,5,5,5,1,.5,7,1.5,4.4444447,5
1367,0,3,2,4,5,5,3,5,5,1,1,4,1.5,3.6666667,5
1368,0,3,5,2,3,4,2,3,4,1,.5,1,1,3.1111112,2
1369,0,3,5,2,5,3,3,5,4,1,1,3,3,3.3333333,5
1370,0,2,4,1,5,5,1,5,5,1,1,1,2.5,3.8888888,4.5
1372,0,1,4,2,4,4,2,4,4,0,.5,4,2,3.2222223,4.5
1373,0,3,4,2,4,5,2,4,4,0,1,1,1,3.6666667,2
1374,0,2,5,2,5,5,5,3,3,0,1,6,3,4.8888888,5
1375,0,3,2,3,3,3,2,4,4,0,.5,2,.5,3.2222223,3
1376,0,1,4,3,4,3,3,3,3,1,.5,3,,3.4444444,3.5
1377,0,3,4,3,3,3,3,3,3,0,0,4,1,3,3
1378,0,2,1,2,5,5,1,5,5,1,1,4,1.5,4.2222223,5
1379,0,1,4,3,4,4,3,3,3,0,.5,4,1.5,3.5555556,3.5
1380,0,3,5,2,4,4,4,4,4,1,.5,1,2,3.1111112,1
1381,0,3,5,1,5,5,1,5,5,0,1,5,2,2.1111112,3
1382,0,2,2,2,4,4,2,4,4,0,1,6,2,3.8888888,4.5
1383,0,3,1,3,3,3,3,3,3,0,.5,4,0,3.2222223,3
1384,0,1,2,1,5,4,2,5,4,1,1,4,2,4.7777777,4.5
1385,0,1,3,2,5,5,3,4,4,1,.5,6,1.5,2.6666667,5
1386,0,1,3,1,4,5,1,5,5,0,1,5,2,3.7777777,4.5
1387,0,3,1,3,3,3,3,3,3,1,.5,2,0,3.2222223,
1388,0,3,2,2,4,4,2,4,4,1,1,2,1.5,,4
1390,0,1,5,,5,5,3,4,5,1,.5,4,2,3.8888888,5
1391,0,2,5,2,3,4,2,4,4,1,.5,2,1,2.8888888,2
1392,0,3,5,1,4,4,2,4,3,0,0,3,2.5,2.4444444,3
1394,0,2,2,,,5,,5,,1,1,6,1.5,4.6666665,5
1395,0,1,5,3,3,4,2,4,4,1,0,1,3,2.7777777,1
1396,0,1,5,2,4,5,2,4,4,1,.5,4,2,3.7777777,4.5
1397,0,1,5,1,4,4,2,4,2,0,1,,1.5,,5
1398,0,1,5,3,5,5,3,5,5,0,1,4,2,4.2222223,4.5
1399,0,3,3,4,3,3,4,3,3,0,0,2,2,3.3333333,1
1400,0,3,2,1,5,5,5,5,5,1,.5,4,2,4.2222223,5
1401,0,3,3,1,5,5,2,5,5,0,1,2,2,2.8888888,4
1402,0,3,2,1,4,4,1,5,5,0,.5,2,2.5,2.5555556,4
1403,0,3,2,3,4,4,4,2,2,0,.5,1,1,4,5
1404,0,3,5,1,5,5,1,5,5,0,1,4,2,3.2222223,5
1406,0,2,3,1,4,4,2,4,4,0,.5,2,1,3.3333333,3
1407,0,3,5,3,3,3,4,4,4,0,1,4,1,4.1111112,5
1408,0,3,5,3,1,5,3,1,4,0,0,3,2,2.6666667,3
1409,0,2,5,3,3,5,3,3,4,0,0,4,2,2.8888888,3.5
1410,0,2,2,,,,,,,0,1,2,2,2,1.5
1411,0,1,2,5,5,,2,4,4,1,1,6,1.5,3.8888888,5
1412,0,1,5,2,5,5,2,2,2,1,.5,4,2.5,2.5555556,3
1414,0,3,2,2,4,4,2,4,4,0,.5,4,0,3.4444444,3.5
1415,0,2,1,1,5,5,1,5,5,1,1,2,,4.1111112,3.5
1416,0,3,5,2,4,4,2,4,4,0,.5,4,2,2.7777777,1
1417,0,3,5,2,4,4,2,4,4,0,1,6,2,3.6666667,4.5
1418,0,3,1,4,4,4,2,4,4,1,.5,3,.5,3.5555556,
1419,0,1,1,3,3,3,3,3,3,0,.5,1,,3,3
1420,0,3,3,2,5,5,2,5,5,1,.5,3,1,3.5555556,5
1421,0,3,5,3,4,4,4,4,4,1,.5,4,0,3.4444444,4.5
1423,0,3,5,3,4,4,2,4,4,0,.5,2,2.5,3.2222223,2
1424,0,3,5,2,4,4,3,3,3,1,.5,4,1.5,3.4444444,3
1425,0,1,1,4,5,4,5,5,5,0,.5,4,3,3.3333333,4.5
1426,0,3,5,1,5,5,3,4,5,0,1,5,2.5,4.2222223,5
1427,0,1,3,1,5,5,1,4,4,0,0,2,1,1.4444444,2
1428,0,1,3,3,3,3,3,3,3,0,0,4,2.5,3.1111112,1.5
1429,0,3,5,3,4,4,3,3,3,1,.5,2,0,2.8888888,2.5
1430,0,2,5,1,5,5,4,3,3,0,1,6,2.5,4.2222223,5
1431,0,3,3,5,5,5,1,5,5,0,.5,4,1,3.5555556,4.5
1432,0,3,5,2,4,4,2,3,3,0,.5,4,3,3,3.5
1433,0,3,5,,,5,,,5,0,0,2,2.5,3.2222223,3.5
1434,0,3,3,3,3,4,2,2,2,0,1,2,1,3.2222223,3
1435,0,3,5,3,4,5,3,4,5,1,.5,4,2,2.8888888,4
1436,0,3,3,1,5,5,4,5,3,1,.5,3,2,3.1111112,2.5
1437,0,3,2,1,4,5,1,4,5,0,.5,2,0,3.3333333,2
1438,0,1,5,2,4,4,3,4,4,0,1,3,2.5,4,5
1439,0,3,5,5,,,4,5,3,1,.5,4,1,,3
1440,0,1,5,3,3,3,3,3,3,1,1,4,1.5,3.1111112,4.5
1441,0,3,3,3,5,3,4,4,2,0,1,2,2.5,2.4444444,2
1442,0,3,5,2,5,4,2,5,5,1,1,3,2,4.4444447,4.5
1443,0,3,4,,4,4,2,4,2,0,1,2,.5,,
1444,0,3,2,3,4,4,4,3,3,0,.5,2,2,3,3.5
1445,0,3,2,3,3,3,4,4,3,0,1,2,3,3.5555556,3
1446,0,2,1,3,4,4,3,4,4,1,.5,4,2,3.3333333,3
1447,0,3,5,2,4,4,2,4,4,0,.5,2,2.5,3.2222223,2
1448,0,3,5,1,5,5,2,5,5,1,0,7,1,4.4444447,5
1449,0,3,,,,,,,,,,,0,,
1450,0,1,5,2,4,5,3,4,5,0,,4,2,,2
1451,0,1,5,,5,5,,5,5,1,0,1,2,2.4444444,2.5
1452,0,3,5,3,3,3,3,2,3,0,.5,3,,2.8888888,2.5
1453,0,3,5,3,4,4,2,4,4,0,.5,2,2,3,1.5
1454,0,3,3,3,3,3,3,3,3,0,.5,,1.5,3,3.5
1455,0,3,3,3,3,3,3,3,3,1,0,2,0,,4
1456,0,3,4,3,3,3,3,3,3,1,.5,6,2.5,4.7777777,5
1457,0,3,3,1,3,3,2,4,4,0,.5,4,2,3.1111112,2.5
1458,0,1,5,4,2,,4,2,3,0,.5,4,3,3.7777777,4
1459,0,1,5,1,5,5,4,2,2,0,1,5,2,4.7777777,5
1460,0,1,5,3,4,4,3,5,4,1,.5,5,2.5,3.7777777,5
1461,0,1,5,2,5,5,3,3,3,1,1,6,2.5,4.7777777,5
1462,0,3,5,2,5,5,2,4,4,0,1,4,2,3,4.5
1463,0,2,,3,3,3,3,3,3,0,.5,4,1,3.7777777,4.5
1464,0,3,2,3,5,4,1,5,5,0,1,4,2.5,3.3333333,4
1465,0,3,5,3,5,5,3,5,5,1,1,4,2.5,2.8888888,2.5
1466,0,1,5,3,5,5,3,5,5,1,.5,2,1,3.6666667,4
1467,0,3,2,3,4,4,3,4,4,0,,,2,3.5555556,
1468,0,3,5,5,5,5,5,5,5,1,1,4,,4.1111112,4
1469,0,3,5,1,5,3,1,4,3,0,1,4,2,4.8888888,5
1470,0,3,5,3,4,4,3,3,3,0,.5,4,.5,3.3333333,4
1471,0,3,3,4,2,2,2,2,4,0,0,2,,1.3333334,1
1472,0,3,5,3,3,2,3,3,2,0,0,4,,3.7777777,2
1473,0,2,2,2,4,4,2,4,4,1,.5,2,1.5,,3.5
1474,0,1,5,5,5,5,5,5,5,0,.5,,2,3.6666667,5
1476,0,3,5,3,4,5,3,3,4,1,.5,2,1.5,,3
1478,0,3,3,1,5,5,1,5,4,0,.5,3,2,3.8888888,4.5
1479,0,3,2,1,4,4,1,4,4,1,0,2,0,3.4444444,4.5
1480,0,2,5,1,4,4,3,2,4,0,1,5,3,4.3333335,5
1481,0,1,5,2,4,5,3,3,3,0,1,4,3,4.7777777,5
1482,0,1,5,3,1,5,3,1,5,0,0,2,3,1.5555556,1
1483,0,1,5,1,5,5,1,5,5,1,.5,7,3,,5
1484,0,3,5,4,4,4,2,2,2,1,.5,1,1,,2
1485,0,3,2,5,5,5,3,5,5,1,1,4,0,4.1111112,5
1486,0,3,5,2,5,5,2,5,5,0,1,2,3,3.8888888,5
1487,0,3,5,2,5,5,2,5,5,0,.5,4,2,3.4444444,4
1488,0,1,3,2,5,4,2,5,4,0,.5,5,3,4.1111112,5
1489,0,2,5,2,5,5,4,4,3,1,1,1,0,3.5555556,5
1490,0,3,1,1,5,5,,,,1,.5,4,3,3.4444444,4.5
1491,0,2,5,,5,5,,5,5,0,.5,2,,3.4444444,4.5
1492,0,3,,1,5,5,1,5,5,1,.5,4,1.5,3.3333333,4
1494,0,1,2,5,5,5,5,5,5,1,.5,7,0,,5
1495,0,1,5,2,4,5,2,4,5,0,.5,4,2,3.5555556,4.5
1496,0,3,5,5,4,3,4,4,3,1,.5,4,2,3.2222223,4.5
1497,0,2,4,2,5,4,2,5,4,0,.5,2,2.5,2.1111112,2
1498,0,3,5,3,4,4,3,5,5,0,1,4,0,3.4444444,3
1499,0,3,2,4,5,5,4,5,5,1,1,4,1.5,2.5555556,2
1500,0,3,4,2,4,3,1,4,3,1,.5,4,0,3,3.5
1501,0,3,5,4,4,4,3,3,3,0,1,1,3,3.6666667,2.5
1502,0,2,5,2,4,4,2,4,4,1,.5,5,1,3.1111112,5
1503,0,1,4,2,5,5,2,5,5,0,.5,4,2,2.6666667,2.5
1504,0,1,4,4,,4,,4,,1,0,4,1,4.1111112,
1505,0,1,5,2,4,4,2,4,4,0,1,2,2,3.1111112,4
1506,0,3,5,3,3,3,5,2,2,0,.5,2,2,2.4444444,1
1507,0,1,1,1,5,5,1,5,5,0,1,4,2.5,4.6666665,5
1508,0,3,5,4,4,3,4,4,3,1,.5,6,.5,3.6666667,5
1509,0,2,5,2,4,4,3,4,4,0,1,2,2,3.1111112,3
1510,0,3,4,2,4,4,3,3,3,1,.5,,2,3,
1511,0,1,4,1,3,4,1,3,4,0,.5,2,2,1.7777778,2
1512,0,1,5,3,5,5,3,4,5,0,.5,6,3,3.8888888,5
1513,0,2,3,,,,,,,0,1,5,,2.6666667,4
1514,0,1,5,3,4,4,4,2,2,0,.5,,3,3.5555556,2
1515,0,2,5,3,4,3,3,3,3,0,.5,4,2,2.7777777,3.5
1516,0,1,5,1,4,5,,5,5,1,1,7,.5,4.3333335,5
